UID,Lab,Session,Instrument,Acid T,Sample,Mass,d13Cwg_VPDB,d18Owg_VSMOW,d45,d46,d47,d13C_VPDB,d18O_VSMOW,D47raw,D47
11_03_242,Lab11,Session03,Nu Perspective,70,ETH-1,0.428,-3.038,25.056,5.197000,12.267000,16.675000,2.058,37.618,-0.797064,0.211622
11_03_243,Lab11,Session03,Nu Perspective,70,ETH-2,0.454,-3.038,25.056,-6.800000,-4.471000,-12.147000,-10.124,20.470,-0.776244,0.227649
11_03_244,Lab11,Session03,Nu Perspective,70,ETH-4,0.478,-3.038,25.056,-6.892000,-4.609000,-12.171000,-10.217,20.329,-0.568814,0.456399
11_03_245,Lab11,Session03,Nu Perspective,70,ETH-3,0.411,-3.038,25.056,4.881000,12.728000,17.210000,1.704,38.092,-0.394511,0.655691
11_03_246,Lab11,Session03,Nu Perspective,70,ETH-2,0.475,-3.038,25.056,-6.839000,-4.526000,-12.249000,-10.163,20.414,-0.784666,0.218336
11_03_247,Lab11,Session03,Nu Perspective,70,ETH-1,0.473,-3.038,25.056,5.147000,12.191000,16.556000,2.008,37.540,-0.788991,0.220497
11_03_248,Lab11,Session03,Nu Perspective,70,ETH-3,0.486,-3.038,25.056,4.891000,12.791000,17.253000,1.713,38.157,-0.423653,0.623563
11_03_249,Lab11,Session03,Nu Perspective,70,ETH-3,0.429,-3.038,25.056,4.887000,12.777000,17.235000,1.709,38.142,-0.423651,0.623561
11_03_250,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.404,-3.038,25.056,-4.631000,5.340000,0.069000,-8.172,30.533,-0.377978,0.669800
11_03_251,Lab11,Session03,Nu Perspective,70,ETH-2,0.473,-3.038,25.056,-6.820000,-4.444000,-12.133000,-10.146,20.498,-0.767965,0.236783
11_03_252,Lab11,Session03,Nu Perspective,70,ETH-4,0.434,-3.038,25.056,-6.908000,-4.556000,-12.100000,-10.236,20.383,-0.532685,0.496260
11_03_253,Lab11,Session03,Nu Perspective,70,ETH-3,0.469,-3.038,25.056,4.853000,12.754000,17.188000,1.674,38.119,-0.412626,0.635708
11_03_254,Lab11,Session03,Nu Perspective,70,ETH-1,0.457,-3.038,25.056,5.115000,12.146000,16.472000,1.975,37.494,-0.795066,0.213776
11_03_255,Lab11,Session03,Nu Perspective,70,ETH-4,0.452,-3.038,25.056,-6.887000,-4.511000,-12.056000,-10.215,20.429,-0.554394,0.472329
11_03_256,Lab11,Session03,Nu Perspective,70,ETH-2,0.457,-3.038,25.056,-6.901000,-4.674000,-12.433000,-10.224,20.262,-0.760399,0.245055
11_03_257,Lab11,Session03,Nu Perspective,70,ETH-3,0.403,-3.038,25.056,4.814000,12.529000,16.937000,1.640,37.888,-0.400926,0.648550
11_03_258,Lab11,Session03,Nu Perspective,70,ETH-4,0.497,-3.038,25.056,-6.915000,-4.655000,-12.209000,-10.240,20.282,-0.537971,0.490404
11_03_259,Lab11,Session03,Nu Perspective,70,ETH-1,0.493,-3.038,25.056,5.134000,12.154000,16.508000,1.995,37.502,-0.786929,0.222759
11_03_260,Lab11,Session03,Nu Perspective,70,MERCK,0.401,-3.038,25.056,-36.627000,-1.554000,-39.736000,-42.050,23.533,-0.499951,0.525711
11_03_261,Lab11,Session03,Nu Perspective,70,ETH-3,0.442,-3.038,25.056,4.857000,12.662000,17.098000,1.681,38.024,-0.415897,0.632079
11_03_262,Lab11,Session03,Nu Perspective,70,ETH-2,0.443,-3.038,25.056,-6.847000,-4.578000,-12.311000,-10.170,20.361,-0.787768,0.214901
11_03_263,Lab11,Session03,Nu Perspective,70,ETH-1,0.426,-3.038,25.056,5.121000,12.110000,16.400000,1.983,37.457,-0.837055,0.167453
11_03_264,Lab11,Session03,Nu Perspective,70,ETH-4,0.409,-3.038,25.056,-6.904000,-4.637000,-12.203000,-10.229,20.300,-0.561091,0.464909
11_03_265,Lab11,Session03,Nu Perspective,70,ETH-1,0.445,-3.038,25.056,5.133000,12.151000,16.485000,1.994,37.499,-0.805600,0.202163
11_03_266,Lab11,Session03,Nu Perspective,70,ETH-2,0.414,-3.038,25.056,-6.848000,-4.558000,-12.311000,-10.172,20.381,-0.806466,0.194280
11_03_267,Lab11,Session03,Nu Perspective,70,ETH-4,0.451,-3.038,25.056,-6.909000,-4.634000,-12.210000,-10.234,20.303,-0.565943,0.459556
11_03_268,Lab11,Session03,Nu Perspective,70,ETH-3,0.453,-3.038,25.056,4.860000,12.683000,17.107000,1.684,38.046,-0.430511,0.615965
11_03_269,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.443,-3.038,25.056,5.543000,12.140000,16.979000,2.432,37.487,-0.729817,0.285856
11_03_270,Lab11,Session03,Nu Perspective,70,ETH-2,0.419,-3.038,25.056,-6.834000,-4.475000,-12.181000,-10.160,20.466,-0.771396,0.232987
11_03_271,Lab11,Session03,Nu Perspective,70,ETH-4,0.474,-3.038,25.056,-6.906000,-4.565000,-12.134000,-10.233,20.374,-0.560276,0.465824
11_03_272,Lab11,Session03,Nu Perspective,70,ETH-3,0.428,-3.038,25.056,4.845000,12.765000,17.163000,1.665,38.130,-0.439658,0.605891
11_03_273,Lab11,Session03,Nu Perspective,70,ETH-1,0.443,-3.038,25.056,5.144000,12.268000,16.616000,2.002,37.619,-0.801671,0.206527
11_03_274,Lab11,Session03,Nu Perspective,70,ETH-4,0.501,-3.038,25.056,-6.906000,-4.553000,-12.123000,-10.234,20.386,-0.560992,0.465037
11_03_275,Lab11,Session03,Nu Perspective,70,ETH-1,0.424,-3.038,25.056,5.136000,12.229000,16.544000,1.995,37.579,-0.826386,0.179254
11_03_276,Lab11,Session03,Nu Perspective,70,ETH-3,0.460,-3.038,25.056,4.865000,12.753000,17.186000,1.686,38.118,-0.425936,0.621029
11_03_277,Lab11,Session03,Nu Perspective,70,ETH-2,0.490,-3.038,25.056,-6.848000,-4.511000,-12.258000,-10.174,20.429,-0.799230,0.202273
11_03_278,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.416,-3.038,25.056,-4.642000,5.304000,0.005000,-8.182,30.496,-0.395363,0.650613
11_03_279,Lab11,Session03,Nu Perspective,70,ETH-1,0.459,-3.038,25.056,5.126000,12.175000,16.499000,1.986,37.524,-0.807954,0.199570
11_03_280,Lab11,Session03,Nu Perspective,70,ETH-3,0.437,-3.038,25.056,4.807000,12.633000,17.008000,1.629,37.995,-0.424895,0.622135
11_03_281,Lab11,Session03,Nu Perspective,70,ETH-1,0.500,-3.038,25.056,5.121000,12.155000,16.495000,1.981,37.504,-0.787346,0.222296
11_03_282,Lab11,Session03,Nu Perspective,70,ETH-2,0.442,-3.038,25.056,-6.849000,-4.575000,-12.312000,-10.172,20.364,-0.789664,0.212810
11_03_283,Lab11,Session03,Nu Perspective,70,ETH-3,0.473,-3.038,25.056,4.851000,12.695000,17.148000,1.674,38.058,-0.392627,0.657753
11_03_284,Lab11,Session03,Nu Perspective,70,ETH-4,0.468,-3.038,25.056,-6.909000,-4.602000,-12.191000,-10.235,20.336,-0.578308,0.445925
11_03_285,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.443,-3.038,25.056,-4.642000,5.267000,-0.041000,-8.181,30.458,-0.405177,0.639778
11_03_286,Lab11,Session03,Nu Perspective,70,ETH-2,0.461,-3.038,25.056,-6.831000,-4.481000,-12.227000,-10.157,20.460,-0.815121,0.184756
11_03_287,Lab11,Session03,Nu Perspective,70,ETH-4,0.450,-3.038,25.056,-6.920000,-4.626000,-12.229000,-10.246,20.311,-0.581643,0.442238
11_03_288,Lab11,Session03,Nu Perspective,70,ETH-1,0.409,-3.038,25.056,5.148000,12.206000,16.560000,2.008,37.556,-0.800643,0.207648
11_03_289,Lab11,Session03,Nu Perspective,70,ETH-3,0.448,-3.038,25.056,4.900000,12.770000,17.229000,1.723,38.135,-0.436094,0.609837
11_03_290,Lab11,Session03,Nu Perspective,70,ETH-2,0.501,-3.038,25.056,-6.853000,-4.534000,-12.296000,-10.178,20.406,-0.809785,0.190623
11_03_291,Lab11,Session03,Nu Perspective,70,ETH-1,0.491,-3.038,25.056,5.112000,12.126000,16.430000,1.973,37.474,-0.813864,0.193036
11_03_292,Lab11,Session03,Nu Perspective,70,ETH-4,0.461,-3.038,25.056,-6.906000,-4.608000,-12.189000,-10.232,20.330,-0.573476,0.451253
11_03_293,Lab11,Session03,Nu Perspective,70,ETH-3,0.496,-3.038,25.056,4.835000,12.664000,17.063000,1.658,38.027,-0.429659,0.616894
11_03_294,Lab11,Session03,Nu Perspective,70,ETH-4,0.445,-3.038,25.056,-6.889000,-4.485000,-12.052000,-10.218,20.456,-0.573933,0.450782
11_03_295,Lab11,Session03,Nu Perspective,70,ETH-1,0.480,-3.038,25.056,5.115000,12.184000,16.510000,1.974,37.533,-0.794595,0.214305
11_03_296,Lab11,Session03,Nu Perspective,70,MERCK,0.471,-3.038,25.056,-36.600000,-1.364000,-39.536000,-42.029,23.728,-0.507588,0.517337
11_03_297,Lab11,Session03,Nu Perspective,70,ETH-3,0.417,-3.038,25.056,4.863000,12.782000,17.209000,1.683,38.148,-0.429423,0.617189
11_03_298,Lab11,Session03,Nu Perspective,70,ETH-2,0.413,-3.038,25.056,-6.850000,-4.447000,-12.206000,-10.178,20.495,-0.807705,0.192939
11_03_299,Lab11,Session03,Nu Perspective,70,ETH-3,0.418,-3.038,25.056,4.860000,12.713000,17.148000,1.683,38.077,-0.419332,0.628304
11_03_300,Lab11,Session03,Nu Perspective,70,ETH-1,0.431,-3.038,25.056,5.136000,12.217000,16.548000,1.995,37.567,-0.810808,0.196435
11_03_301,Lab11,Session03,Nu Perspective,70,ETH-4,0.464,-3.038,25.056,-6.891000,-4.486000,-12.065000,-10.220,20.455,-0.584021,0.439655
11_03_302,Lab11,Session03,Nu Perspective,70,ETH-1,0.418,-3.038,25.056,5.131000,12.246000,16.548000,1.989,37.597,-0.833825,0.171051
11_03_303,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.457,-3.038,25.056,5.530000,12.136000,16.965000,2.418,37.483,-0.726363,0.289661
11_03_304,Lab11,Session03,Nu Perspective,70,ETH-3,0.440,-3.038,25.056,4.856000,12.738000,17.166000,1.677,38.102,-0.421798,0.625588
11_03_305,Lab11,Session03,Nu Perspective,70,ETH-4,0.431,-3.038,25.056,-6.880000,-4.467000,-12.052000,-10.209,20.475,-0.601043,0.420885
11_04_001,Lab11,Session04,Nu Perspective,70,ETH-4,0.468,-3.037,25.098,-6.630000,-4.099000,-11.444000,-9.954,20.906,-0.608843,0.387958
11_04_002,Lab11,Session04,Nu Perspective,70,ETH-1,0.491,-3.037,25.098,5.416000,12.729000,17.306000,2.277,38.147,-0.849921,0.155531
11_04_003,Lab11,Session04,Nu Perspective,70,ETH-3,0.453,-3.037,25.098,5.135000,13.207000,17.862000,1.960,38.638,-0.479353,0.526607
11_04_004,Lab11,Session04,Nu Perspective,70,ETH-2,0.506,-3.037,25.098,-6.559000,-4.014000,-11.513000,-9.881,20.993,-0.836126,0.160447
11_04_005,Lab11,Session04,Nu Perspective,70,MERCK,0.408,-3.037,25.098,-36.351000,-0.978000,-38.982000,-41.775,24.177,-0.577513,0.410821
11_04_006,Lab11,Session04,Nu Perspective,70,ETH-1,0.467,-3.037,25.098,5.339000,12.561000,17.031000,2.201,37.975,-0.878131,0.127210
11_04_007,Lab11,Session04,Nu Perspective,70,ETH-4,0.477,-3.037,25.098,-6.723000,-4.288000,-11.753000,-10.046,20.712,-0.638261,0.358418
11_04_008,Lab11,Session04,Nu Perspective,70,ETH-3,0.392,-3.037,25.098,5.049000,13.026000,17.645000,1.875,38.452,-0.428668,0.577271
11_04_009,Lab11,Session04,Nu Perspective,70,ETH-2,0.453,-3.037,25.098,-6.670000,-4.277000,-11.898000,-9.990,20.723,-0.850750,0.145692
11_04_010,Lab11,Session04,Nu Perspective,70,ETH-2,0.463,-3.037,25.098,-6.622000,-4.067000,-11.631000,-9.947,20.939,-0.837758,0.158777
11_04_011,Lab11,Session04,Nu Perspective,70,ETH-3,0.452,-3.037,25.098,5.076000,13.130000,17.765000,1.900,38.559,-0.439396,0.566571
11_04_012,Lab11,Session04,Nu Perspective,70,ETH-1,0.461,-3.037,25.098,5.347000,12.644000,17.166000,2.207,38.060,-0.834237,0.171186
11_04_013,Lab11,Session04,Nu Perspective,70,ETH-4,0.518,-3.037,25.098,-6.798000,-4.385000,-11.863000,-10.123,20.613,-0.575928,0.420774
11_04_014,Lab11,Session04,Nu Perspective,70,IAEA-C1,0.450,-3.037,25.098,5.662000,12.371000,17.341000,2.553,37.779,-0.720376,0.285204
11_04_015,Lab11,Session04,Nu Perspective,70,ETH-1,0.447,-3.037,25.098,5.256000,12.458000,16.871000,2.117,37.869,-0.850298,0.155019
11_04_016,Lab11,Session04,Nu Perspective,70,ETH-3,0.457,-3.037,25.098,4.957000,12.901000,17.418000,1.781,38.324,-0.435991,0.569871
11_04_017,Lab11,Session04,Nu Perspective,70,ETH-2,0.486,-3.037,25.098,-6.686000,-4.221000,-11.830000,-10.009,20.781,-0.820630,0.175860
11_04_018,Lab11,Session04,Nu Perspective,70,ETH-4,0.491,-3.037,25.098,-6.780000,-4.305000,-11.767000,-10.106,20.695,-0.576471,0.420260
11_04_019,Lab11,Session04,Nu Perspective,70,ETH-4,0.459,-3.037,25.098,-6.796000,-4.388000,-11.880000,-10.120,20.610,-0.592237,0.404444
11_04_020,Lab11,Session04,Nu Perspective,70,ETH-1,0.449,-3.037,25.098,5.270000,12.479000,16.932000,2.131,37.891,-0.825093,0.180266
11_04_021,Lab11,Session04,Nu Perspective,70,ETH-1,0.422,-3.037,25.098,5.170000,12.206000,16.541000,2.034,37.611,-0.841878,0.163345
11_04_022,Lab11,Session04,Nu Perspective,70,ETH-2,0.431,-3.037,25.098,-6.776000,-4.461000,-12.117000,-10.096,20.535,-0.780675,0.215763
11_04_023,Lab11,Session04,Nu Perspective,70,ETH-4,0.471,-3.037,25.098,-6.818000,-4.480000,-11.954000,-10.141,20.515,-0.553448,0.443246
11_04_024,Lab11,Session04,Nu Perspective,70,MERCK,0.465,-3.037,25.098,-36.561000,-1.384000,-39.511000,-41.984,23.761,-0.503673,0.484565
11_04_025,Lab11,Session04,Nu Perspective,70,ETH-3,0.503,-3.037,25.098,4.934000,12.804000,17.295000,1.760,38.225,-0.439122,0.566700
11_04_026,Lab11,Session04,Nu Perspective,70,ETH-2,0.491,-3.037,25.098,-6.749000,-4.359000,-12.030000,-10.071,20.639,-0.821349,0.175079
11_04_027,Lab11,Session04,Nu Perspective,70,ETH-1,0.445,-3.037,25.098,5.223000,12.316000,16.739000,2.087,37.723,-0.808381,0.196934
11_04_028,Lab11,Session04,Nu Perspective,70,ETH-4,0.457,-3.037,25.098,-6.810000,-4.454000,-11.958000,-10.133,20.542,-0.591461,0.405197
11_04_029,Lab11,Session04,Nu Perspective,70,ETH-3,0.480,-3.037,25.098,4.913000,12.771000,17.249000,1.739,38.191,-0.430751,0.575064
11_04_030,Lab11,Session04,Nu Perspective,70,ETH-4,0.433,-3.037,25.098,-6.851000,-4.529000,-12.076000,-10.174,20.465,-0.594235,0.402384
11_04_031,Lab11,Session04,Nu Perspective,70,ETH-2,0.494,-3.037,25.098,-6.788000,-4.474000,-12.204000,-10.109,20.521,-0.843392,0.152962
11_04_032,Lab11,Session04,Nu Perspective,70,ETH-1,0.407,-3.037,25.098,5.174000,12.404000,16.770000,2.031,37.814,-0.813064,0.192256
11_04_033,Lab11,Session04,Nu Perspective,70,IAEA-C2,0.501,-3.037,25.098,-4.538000,5.316000,0.139000,-8.069,30.563,-0.380914,0.619667
11_04_034,Lab11,Session04,Nu Perspective,70,ETH-2,0.475,-3.037,25.098,-6.764000,-4.355000,-12.009000,-10.088,20.643,-0.788488,0.207976
11_04_035,Lab11,Session04,Nu Perspective,70,ETH-4,0.380,-3.037,25.098,-6.862000,-4.496000,-12.023000,-10.187,20.499,-0.561770,0.434895
11_04_036,Lab11,Session04,Nu Perspective,70,ETH-1,0.455,-3.037,25.098,5.171000,12.285000,16.651000,2.032,37.692,-0.811458,0.193827
11_04_037,Lab11,Session04,Nu Perspective,70,ETH-3,0.410,-3.037,25.098,4.864000,12.793000,17.254000,1.686,38.214,-0.396902,0.608945
11_04_038,Lab11,Session04,Nu Perspective,70,ETH-2,0.440,-3.037,25.098,-6.800000,-4.430000,-12.161000,-10.123,20.567,-0.830857,0.165521
11_04_039,Lab11,Session04,Nu Perspective,70,ETH-1,0.465,-3.037,25.098,5.176000,12.289000,16.652000,2.037,37.696,-0.819484,0.185794
11_04_040,Lab11,Session04,Nu Perspective,70,ETH-4,0.475,-3.037,25.098,-6.898000,-4.561000,-12.131000,-10.223,20.432,-0.569492,0.427133
11_04_041,Lab11,Session04,Nu Perspective,70,ETH-3,0.483,-3.037,25.098,4.898000,12.777000,17.260000,1.723,38.197,-0.410372,0.595465
11_04_042,Lab11,Session04,Nu Perspective,70,IAEA-C1,0.432,-3.037,25.098,5.565000,12.205000,17.072000,2.456,37.609,-0.724087,0.281407
11_04_043,Lab11,Session04,Nu Perspective,70,ETH-3,0.483,-3.037,25.098,4.859000,12.694000,17.119000,1.684,38.112,-0.428365,0.577412
11_04_044,Lab11,Session04,Nu Perspective,70,ETH-1,0.438,-3.037,25.098,5.136000,12.188000,16.499000,1.999,37.592,-0.830825,0.174395
11_04_045,Lab11,Session04,Nu Perspective,70,ETH-4,0.450,-3.037,25.098,-6.973000,-4.840000,-12.460000,-10.293,20.146,-0.549091,0.447451
11_04_046,Lab11,Session04,Nu Perspective,70,ETH-1,0.431,-3.037,25.098,5.123000,12.079000,16.370000,1.989,37.480,-0.838508,0.166666
11_04_047,Lab11,Session04,Nu Perspective,70,ETH-3,0.456,-3.037,25.098,4.847000,12.639000,17.047000,1.674,38.056,-0.433435,0.572315
11_04_048,Lab11,Session04,Nu Perspective,70,ETH-2,0.437,-3.037,25.098,-6.812000,-4.562000,-12.325000,-10.131,20.431,-0.854046,0.142261
11_04_049,Lab11,Session04,Nu Perspective,70,MERCK,0.445,-3.037,25.098,-36.613000,-1.549000,-39.761000,-42.033,23.592,-0.545866,0.442256
11_04_050,Lab11,Session04,Nu Perspective,70,ETH-1,0.433,-3.037,25.098,5.149000,12.147000,16.477000,2.014,37.550,-0.825989,0.179229
11_04_051,Lab11,Session04,Nu Perspective,70,ETH-4,0.463,-3.037,25.098,-6.904000,-4.685000,-12.272000,-10.225,20.305,-0.583519,0.413050
11_04_052,Lab11,Session04,Nu Perspective,70,ETH-3,0.439,-3.037,25.098,4.890000,12.693000,17.162000,1.718,38.111,-0.416950,0.588851
11_04_053,Lab11,Session04,Nu Perspective,70,ETH-2,0.435,-3.037,25.098,-6.824000,-4.559000,-12.317000,-10.144,20.434,-0.836458,0.159867
11_04_054,Lab11,Session04,Nu Perspective,70,ETH-2,0.473,-3.037,25.098,-6.819000,-4.565000,-12.291000,-10.138,20.428,-0.809425,0.186933
11_04_055,Lab11,Session04,Nu Perspective,70,ETH-3,0.453,-3.037,25.098,4.814000,12.529000,16.892000,1.643,37.943,-0.445158,0.560534
11_04_056,Lab11,Session04,Nu Perspective,70,ETH-1,0.446,-3.037,25.098,5.122000,12.089000,16.368000,1.987,37.491,-0.849155,0.156009
11_04_057,Lab11,Session04,Nu Perspective,70,ETH-4,0.456,-3.037,25.098,-6.907000,-4.677000,-12.278000,-10.228,20.313,-0.594372,0.402185
11_04_058,Lab11,Session04,Nu Perspective,70,IAEA-C1,0.476,-3.037,25.098,5.512000,12.036000,16.863000,2.405,37.435,-0.711065,0.294377
11_04_059,Lab11,Session04,Nu Perspective,70,ETH-1,0.463,-3.037,25.098,5.141000,12.187000,16.526000,2.004,37.591,-0.808443,0.196806
11_04_060,Lab11,Session04,Nu Perspective,70,ETH-3,0.455,-3.037,25.098,4.827000,12.612000,17.019000,1.653,38.028,-0.414226,0.591533
11_04_061,Lab11,Session04,Nu Perspective,70,ETH-2,0.444,-3.037,25.098,-6.818000,-4.485000,-12.205000,-10.140,20.510,-0.802410,0.193980
11_04_062,Lab11,Session04,Nu Perspective,70,ETH-4,0.417,-3.037,25.098,-6.927000,-4.644000,-12.241000,-10.251,20.347,-0.568744,0.427847
11_04_063,Lab11,Session04,Nu Perspective,70,IAEA-C2,0.436,-3.037,25.098,-4.583000,5.240000,0.014000,-8.114,30.485,-0.384936,0.615603
11_04_064,Lab11,Session04,Nu Perspective,70,ETH-3,0.469,-3.037,25.098,4.814000,12.542000,16.971000,1.642,37.956,-0.380123,0.625652
11_04_065,Lab11,Session04,Nu Perspective,70,ETH-1,0.455,-3.037,25.098,5.122000,12.116000,16.448000,1.986,37.518,-0.796718,0.208518
11_04_066,Lab11,Session04,Nu Perspective,70,ETH-4,0.459,-3.037,25.098,-6.931000,-4.724000,-12.302000,-10.252,20.265,-0.547338,0.449254
11_04_067,Lab11,Session04,Nu Perspective,70,ETH-2,0.445,-3.037,25.098,-6.862000,-4.653000,-12.391000,-10.181,20.338,-0.779112,0.217242
11_04_068,Lab11,Session04,Nu Perspective,70,IAEA-C2,0.465,-3.037,25.098,-4.589000,5.140000,-0.062000,-8.117,30.382,-0.356930,0.643612
11_04_069,Lab11,Session04,Nu Perspective,70,ETH-2,0.469,-3.037,25.098,-6.842000,-4.597000,-12.305000,-10.162,20.395,-0.768134,0.228257
11_04_070,Lab11,Session04,Nu Perspective,70,ETH-3,0.459,-3.037,25.098,4.848000,12.610000,17.073000,1.676,38.026,-0.380763,0.625043
11_04_071,Lab11,Session04,Nu Perspective,70,ETH-4,0.464,-3.037,25.098,-6.939000,-4.753000,-12.334000,-10.260,20.235,-0.542782,0.453805
11_04_072,Lab11,Session04,Nu Perspective,70,ETH-1,0.461,-3.037,25.098,5.111000,12.062000,16.424000,1.976,37.463,-0.756613,0.248652
11_04_073,Lab11,Session04,Nu Perspective,70,ETH-4,0.479,-3.037,25.098,-6.942000,-4.756000,-12.330000,-10.263,20.232,-0.532657,0.463940
11_04_074,Lab11,Session04,Nu Perspective,70,ETH-3,0.457,-3.037,25.098,4.815000,12.546000,16.981000,1.643,37.960,-0.375203,0.630580
11_04_075,Lab11,Session04,Nu Perspective,70,ETH-1,0.472,-3.037,25.098,5.121000,12.087000,16.443000,1.986,37.489,-0.772458,0.232798
11_04_076,Lab11,Session04,Nu Perspective,70,ETH-2,0.453,-3.037,25.098,-6.847000,-4.584000,-12.293000,-10.168,20.409,-0.763633,0.232766
11_04_077,Lab11,Session04,Nu Perspective,70,IAEA-C1,0.460,-3.037,25.098,5.523000,12.078000,16.957000,2.415,37.479,-0.670744,0.334763
11_04_078,Lab11,Session04,Nu Perspective,70,ETH-4,0.453,-3.037,25.098,-6.963000,-4.722000,-12.300000,-10.286,20.267,-0.514060,0.482563
11_04_079,Lab11,Session04,Nu Perspective,70,ETH-2,0.454,-3.037,25.098,-6.861000,-4.577000,-12.287000,-10.183,20.416,-0.749938,0.246475
11_04_080,Lab11,Session04,Nu Perspective,70,ETH-3,0.458,-3.037,25.098,4.842000,12.693000,17.176000,1.666,38.111,-0.353931,0.651931
11_04_081,Lab11,Session04,Nu Perspective,70,ETH-1,0.432,-3.037,25.098,5.132000,12.202000,16.593000,1.994,37.607,-0.747914,0.257410
11_04_082,Lab11,Session04,Nu Perspective,70,ETH-1,0.461,-3.037,25.098,5.143000,12.250000,16.626000,2.004,37.656,-0.773347,0.231965
11_04_083,Lab11,Session04,Nu Perspective,70,ETH-2,0.431,-3.037,25.098,-6.858000,-4.544000,-12.245000,-10.181,20.450,-0.743130,0.253302
11_04_084,Lab11,Session04,Nu Perspective,70,ETH-3,0.451,-3.037,25.098,4.816000,12.537000,17.009000,1.644,37.951,-0.339971,0.665853
11_04_085,Lab11,Session04,Nu Perspective,70,ETH-2,0.457,-3.037,25.098,-6.856000,-4.593000,-12.298000,-10.177,20.399,-0.750467,0.245943
11_04_086,Lab11,Session04,Nu Perspective,70,ETH-4,0.443,-3.037,25.098,-6.925000,-4.714000,-12.268000,-10.246,20.275,-0.529037,0.467583
11_04_087,Lab11,Session04,Nu Perspective,70,ETH-3,0.448,-3.037,25.098,4.809000,12.541000,17.014000,1.637,37.955,-0.331754,0.674078
11_04_088,Lab11,Session04,Nu Perspective,70,ETH-4,0.449,-3.037,25.098,-6.920000,-4.684000,-12.222000,-10.242,20.306,-0.517300,0.479344
11_04_089,Lab11,Session04,Nu Perspective,70,MERCK,0.417,-3.037,25.098,-36.661000,-1.635000,-39.805000,-42.081,23.504,-0.455638,0.532553
11_04_090,Lab11,Session04,Nu Perspective,70,ETH-1,0.455,-3.037,25.098,5.081000,12.064000,16.390000,1.944,37.465,-0.761212,0.244038
11_04_091,Lab11,Session04,Nu Perspective,70,ETH-3,0.455,-3.037,25.098,4.836000,12.589000,17.065000,1.664,38.005,-0.355928,0.649898
11_04_092,Lab11,Session04,Nu Perspective,70,ETH-2,0.444,-3.037,25.098,-6.861000,-4.647000,-12.338000,-10.180,20.344,-0.732449,0.263964
11_04_093,Lab11,Session04,Nu Perspective,70,ETH-1,0.428,-3.037,25.098,5.088000,11.992000,16.323000,1.954,37.391,-0.764368,0.240859
11_04_094,Lab11,Session04,Nu Perspective,70,ETH-4,0.464,-3.037,25.098,-6.964000,-4.813000,-12.408000,-10.284,20.174,-0.532469,0.464104
11_04_095,Lab11,Session04,Nu Perspective,70,ETH-3,0.454,-3.037,25.098,4.788000,12.403000,16.801000,1.619,37.814,-0.385625,0.620093
11_04_096,Lab11,Session04,Nu Perspective,70,ETH-2,0.463,-3.037,25.098,-6.828000,-4.436000,-12.118000,-10.153,20.561,-0.752379,0.244084
11_04_097,Lab11,Session04,Nu Perspective,70,ETH-4,0.456,-3.037,25.098,-6.919000,-4.688000,-12.238000,-10.241,20.302,-0.530579,0.466048
11_04_098,Lab11,Session04,Nu Perspective,70,ETH-1,0.467,-3.037,25.098,5.095000,12.042000,16.361000,1.960,37.443,-0.782725,0.222497
11_04_099,Lab11,Session04,Nu Perspective,70,MERCK,0.474,-3.037,25.098,-36.644000,-1.525000,-39.704000,-42.067,23.617,-0.476920,0.511283
11_04_100,Lab11,Session04,Nu Perspective,70,ETH-2,0.451,-3.037,25.098,-6.877000,-4.580000,-12.324000,-10.200,20.413,-0.767801,0.228585
11_04_101,Lab11,Session04,Nu Perspective,70,ETH-4,0.439,-3.037,25.098,-6.933000,-4.625000,-12.216000,-10.258,20.367,-0.555975,0.440636
11_04_102,Lab11,Session04,Nu Perspective,70,ETH-1,0.434,-3.037,25.098,5.119000,12.145000,16.526000,1.982,37.548,-0.745114,0.260192
