UID,Lab,Session,Instrument,Acid T,Sample,Mass,d13Cwg_VPDB,d18Owg_VSMOW,d45,d46,d47,d13C_VPDB,d18O_VSMOW,D47raw,D47
11_03_069,Lab11,Session03,Nu Perspective,70,ETH-1,0.418,-3.038,25.056,5.147000,12.212000,16.550000,2.007,37.562,-0.815270,0.191514
11_03_070,Lab11,Session03,Nu Perspective,70,ETH-3,0.461,-3.038,25.056,4.887000,12.744000,17.164000,1.710,38.108,-0.461398,0.581917
11_03_071,Lab11,Session03,Nu Perspective,70,ETH-2,0.488,-3.038,25.056,-6.828000,-4.519000,-12.236000,-10.152,20.421,-0.789841,0.212632
11_03_072,Lab11,Session03,Nu Perspective,70,ETH-4,0.456,-3.038,25.056,-6.893000,-4.573000,-12.163000,-10.219,20.366,-0.595217,0.427284
11_03_073,Lab11,Session03,Nu Perspective,70,ETH-1,0.637,-3.038,25.056,5.158000,12.173000,16.591000,2.020,37.522,-0.748398,0.265272
11_03_074,Lab11,Session03,Nu Perspective,70,ETH-2,0.454,-3.038,25.056,-6.828000,-4.551000,-12.259000,-10.151,20.388,-0.781530,0.221793
11_03_075,Lab11,Session03,Nu Perspective,70,ETH-3,0.482,-3.038,25.056,4.875000,12.667000,17.098000,1.700,38.029,-0.439221,0.606357
11_03_076,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.424,-3.038,25.056,5.565000,12.134000,17.013000,2.456,37.481,-0.713139,0.304257
11_03_077,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.478,-3.038,25.056,-4.649000,5.283000,-0.024000,-8.189,30.474,-0.396570,0.649274
11_03_078,Lab11,Session03,Nu Perspective,70,ETH-3,0.443,-3.038,25.056,4.871000,12.673000,17.096000,1.696,38.036,-0.442905,0.602294
11_03_079,Lab11,Session03,Nu Perspective,70,ETH-2,0.417,-3.038,25.056,-6.831000,-4.553000,-12.280000,-10.154,20.386,-0.797686,0.203970
11_03_080,Lab11,Session03,Nu Perspective,70,ETH-1,0.443,-3.038,25.056,5.170000,12.193000,16.540000,2.032,37.542,-0.830245,0.174997
11_03_081,Lab11,Session03,Nu Perspective,70,ETH-4,0.482,-3.038,25.056,-6.874000,-4.552000,-12.122000,-10.200,20.387,-0.594193,0.428423
11_03_082,Lab11,Session03,Nu Perspective,70,ETH-1,0.403,-3.038,25.056,5.178000,12.230000,16.655000,2.040,37.580,-0.761327,0.251029
11_03_083,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.447,-3.038,25.056,5.554000,12.082000,16.972000,2.446,37.428,-0.691669,0.327924
11_03_084,Lab11,Session03,Nu Perspective,70,ETH-4,0.423,-3.038,25.056,-6.871000,-4.563000,-12.127000,-10.196,20.376,-0.591509,0.431382
11_03_085,Lab11,Session03,Nu Perspective,70,ETH-3,0.424,-3.038,25.056,4.898000,12.772000,17.228000,1.721,38.137,-0.436966,0.608876
11_03_086,Lab11,Session03,Nu Perspective,70,ETH-4,0.483,-3.038,25.056,-6.828000,-4.459000,-11.956000,-10.154,20.483,-0.565819,0.459755
11_03_087,Lab11,Session03,Nu Perspective,70,ETH-2,0.452,-3.038,25.056,-6.799000,-4.390000,-12.079000,-10.126,20.553,-0.788427,0.214230
11_03_088,Lab11,Session03,Nu Perspective,70,ETH-1,0.414,-3.038,25.056,5.207000,12.360000,16.748000,2.066,37.714,-0.825828,0.179918
11_03_089,Lab11,Session03,Nu Perspective,70,ETH-3,0.409,-3.038,25.056,4.837000,12.760000,17.135000,1.656,38.125,-0.454112,0.589944
11_03_090,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.429,-3.038,25.056,-4.638000,5.348000,0.023000,-8.179,30.541,-0.424523,0.618458
11_03_091,Lab11,Session03,Nu Perspective,70,ETH-4,0.479,-3.038,25.056,-6.875000,-4.534000,-12.097000,-10.202,20.406,-0.585630,0.437873
11_03_092,Lab11,Session03,Nu Perspective,70,ETH-2,0.479,-3.038,25.056,-6.794000,-4.391000,-12.057000,-10.120,20.552,-0.770379,0.234139
11_03_093,Lab11,Session03,Nu Perspective,70,ETH-3,0.422,-3.038,25.056,4.842000,12.800000,17.188000,1.660,38.166,-0.445974,0.598931
11_03_094,Lab11,Session03,Nu Perspective,70,ETH-1,0.489,-3.038,25.056,5.162000,12.234000,16.596000,2.022,37.585,-0.806791,0.200876
11_03_095,Lab11,Session03,Nu Perspective,70,ETH-3,0.483,-3.038,25.056,4.920000,12.835000,17.305000,1.742,38.202,-0.445011,0.600021
11_03_096,Lab11,Session03,Nu Perspective,70,ETH-4,0.444,-3.038,25.056,-6.917000,-4.687000,-12.264000,-10.241,20.249,-0.559955,0.466147
11_03_097,Lab11,Session03,Nu Perspective,70,ETH-1,0.423,-3.038,25.056,5.134000,12.118000,16.461000,1.997,37.466,-0.798187,0.210332
11_03_098,Lab11,Session03,Nu Perspective,70,ETH-2,0.416,-3.038,25.056,-6.823000,-4.543000,-12.266000,-10.146,20.396,-0.801696,0.199552
11_03_099,Lab11,Session03,Nu Perspective,70,ETH-3,0.472,-3.038,25.056,4.887000,12.720000,17.160000,1.711,38.084,-0.442039,0.603264
11_03_100,Lab11,Session03,Nu Perspective,70,MERCK,0.493,-3.038,25.056,-36.555000,-1.404000,-39.542000,-41.979,23.686,-0.522721,0.500647
11_03_101,Lab11,Session03,Nu Perspective,70,ETH-1,0.481,-3.038,25.056,5.187000,12.246000,16.638000,2.049,37.597,-0.802794,0.205294
11_03_102,Lab11,Session03,Nu Perspective,70,ETH-4,0.403,-3.038,25.056,-6.861000,-4.574000,-12.143000,-10.185,20.365,-0.607220,0.414051
11_03_103,Lab11,Session03,Nu Perspective,70,ETH-3,0.430,-3.038,25.056,4.911000,12.729000,17.215000,1.736,38.093,-0.421354,0.626090
11_03_104,Lab11,Session03,Nu Perspective,70,ETH-2,0.468,-3.038,25.056,-6.907000,-4.764000,-12.541000,-10.227,20.170,-0.774619,0.229346
11_03_105,Lab11,Session03,Nu Perspective,70,ETH-1,0.430,-3.038,25.056,5.133000,12.115000,16.466000,1.996,37.462,-0.789334,0.220096
11_03_106,Lab11,Session03,Nu Perspective,70,ETH-4,0.470,-3.038,25.056,-6.922000,-4.720000,-12.309000,-10.245,20.215,-0.567719,0.457574
11_03_107,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.495,-3.038,25.056,5.532000,12.056000,16.931000,2.424,37.401,-0.684163,0.336193
11_03_108,Lab11,Session03,Nu Perspective,70,ETH-3,0.417,-3.038,25.056,4.865000,12.671000,17.140000,1.689,38.034,-0.391565,0.658923
11_03_109,Lab11,Session03,Nu Perspective,70,ETH-2,0.459,-3.038,25.056,-6.829000,-4.443000,-12.169000,-10.156,20.499,-0.796024,0.205830
11_03_110,Lab11,Session03,Nu Perspective,70,ETH-4,0.487,-3.038,25.056,-6.909000,-4.651000,-12.193000,-10.234,20.286,-0.531961,0.497036
11_03_111,Lab11,Session03,Nu Perspective,70,ETH-2,0.409,-3.038,25.056,-6.824000,-4.460000,-12.155000,-10.150,20.482,-0.770278,0.234226
11_03_112,Lab11,Session03,Nu Perspective,70,ETH-3,0.429,-3.038,25.056,4.867000,12.714000,17.152000,1.690,38.078,-0.423555,0.623647
11_03_113,Lab11,Session03,Nu Perspective,70,ETH-1,0.482,-3.038,25.056,5.154000,12.224000,16.584000,2.014,37.574,-0.800676,0.207617
11_03_114,Lab11,Session03,Nu Perspective,70,ETH-4,0.438,-3.038,25.056,-6.873000,-4.549000,-12.115000,-10.199,20.390,-0.591111,0.431824
11_03_115,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.408,-3.038,25.056,-4.648000,5.325000,0.004000,-8.189,30.518,-0.410672,0.633729
11_03_116,Lab11,Session03,Nu Perspective,70,ETH-2,0.469,-3.038,25.056,-6.840000,-4.533000,-12.266000,-10.164,20.407,-0.793918,0.208129
11_03_117,Lab11,Session03,Nu Perspective,70,ETH-3,0.455,-3.038,25.056,4.879000,12.710000,17.130000,1.703,38.074,-0.453607,0.590500
11_03_118,Lab11,Session03,Nu Perspective,70,ETH-3,0.436,-3.038,25.056,4.873000,12.687000,17.121000,1.697,38.050,-0.433975,0.612148
11_03_119,Lab11,Session03,Nu Perspective,70,ETH-1,0.471,-3.038,25.056,5.135000,12.143000,16.500000,1.997,37.491,-0.785141,0.224729
11_03_120,Lab11,Session03,Nu Perspective,70,ETH-4,0.405,-3.038,25.056,-6.931000,-4.710000,-12.330000,-10.255,20.225,-0.589496,0.433553
11_03_121,Lab11,Session03,Nu Perspective,70,ETH-3,0.470,-3.038,25.056,4.855000,12.637000,17.053000,1.680,37.999,-0.433809,0.612315
11_03_122,Lab11,Session03,Nu Perspective,70,ETH-2,0.407,-3.038,25.056,-6.868000,-4.637000,-12.418000,-10.190,20.300,-0.815995,0.183746
11_03_123,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.429,-3.038,25.056,-4.648000,5.294000,-0.064000,-8.188,30.486,-0.448344,0.592168
11_03_124,Lab11,Session03,Nu Perspective,70,ETH-4,0.470,-3.038,25.056,-6.870000,-4.569000,-12.104000,-10.195,20.370,-0.563356,0.462435
11_03_125,Lab11,Session03,Nu Perspective,70,ETH-3,0.430,-3.038,25.056,4.817000,12.535000,16.903000,1.643,37.894,-0.443249,0.601868
11_03_126,Lab11,Session03,Nu Perspective,70,ETH-2,0.447,-3.038,25.056,-6.844000,-4.644000,-12.360000,-10.164,20.293,-0.775319,0.228618
11_03_127,Lab11,Session03,Nu Perspective,70,ETH-1,0.441,-3.038,25.056,5.113000,12.069000,16.363000,1.976,37.415,-0.825428,0.180267
11_03_128,Lab11,Session03,Nu Perspective,70,ETH-3,0.443,-3.038,25.056,4.827000,12.573000,16.972000,1.653,37.933,-0.422571,0.624688
11_03_129,Lab11,Session03,Nu Perspective,70,ETH-1,0.428,-3.038,25.056,5.152000,12.171000,16.540000,2.014,37.520,-0.790434,0.218902
11_03_130,Lab11,Session03,Nu Perspective,70,ETH-2,0.417,-3.038,25.056,-6.865000,-4.662000,-12.413000,-10.186,20.274,-0.789378,0.213101
11_03_131,Lab11,Session03,Nu Perspective,70,ETH-4,0.466,-3.038,25.056,-6.915000,-4.666000,-12.248000,-10.239,20.270,-0.566573,0.458852
11_03_132,Lab11,Session03,Nu Perspective,70,ETH-1,0.433,-3.038,25.056,5.129000,12.150000,16.495000,1.990,37.498,-0.790697,0.218600
11_03_133,Lab11,Session03,Nu Perspective,70,ETH-2,0.423,-3.038,25.056,-6.832000,-4.532000,-12.256000,-10.156,20.408,-0.793093,0.209042
11_03_134,Lab11,Session03,Nu Perspective,70,MERCK,0.477,-3.038,25.056,-36.606000,-1.450000,-39.630000,-42.032,23.639,-0.514412,0.509789
11_03_135,Lab11,Session03,Nu Perspective,70,ETH-3,0.432,-3.038,25.056,4.859000,12.721000,17.148000,1.681,38.085,-0.426069,0.620874
11_03_136,Lab11,Session03,Nu Perspective,70,ETH-4,0.417,-3.038,25.056,-6.903000,-4.585000,-12.148000,-10.230,20.354,-0.557813,0.468537
11_03_137,Lab11,Session03,Nu Perspective,70,ETH-4,0.480,-3.038,25.056,-6.903000,-4.579000,-12.151000,-10.230,20.360,-0.566771,0.458657
11_03_138,Lab11,Session03,Nu Perspective,70,ETH-2,0.429,-3.038,25.056,-6.852000,-4.546000,-12.283000,-10.177,20.393,-0.785830,0.217044
11_03_139,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.496,-3.038,25.056,5.536000,12.125000,16.986000,2.425,37.472,-0.701202,0.317415
11_03_140,Lab11,Session03,Nu Perspective,70,ETH-3,0.411,-3.038,25.056,4.865000,12.683000,17.097000,1.689,38.046,-0.445469,0.599466
11_03_141,Lab11,Session03,Nu Perspective,70,ETH-1,0.447,-3.038,25.056,5.132000,12.160000,16.494000,1.993,37.509,-0.804463,0.203419
11_03_142,Lab11,Session03,Nu Perspective,70,ETH-3,0.421,-3.038,25.056,4.856000,12.665000,17.104000,1.680,38.027,-0.411886,0.636504
11_03_143,Lab11,Session03,Nu Perspective,70,ETH-2,0.452,-3.038,25.056,-6.833000,-4.526000,-12.245000,-10.157,20.414,-0.786848,0.215931
11_03_144,Lab11,Session03,Nu Perspective,70,ETH-1,0.450,-3.038,25.056,5.162000,12.244000,16.607000,2.022,37.595,-0.805684,0.202099
11_03_145,Lab11,Session03,Nu Perspective,70,ETH-4,0.473,-3.038,25.056,-6.889000,-4.587000,-12.142000,-10.215,20.351,-0.564305,0.461379
11_03_146,Lab11,Session03,Nu Perspective,70,ETH-3,0.453,-3.038,25.056,4.868000,12.724000,17.166000,1.691,38.088,-0.420527,0.626990
11_03_147,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.480,-3.038,25.056,5.545000,12.108000,16.971000,2.436,37.454,-0.708665,0.309180
11_03_148,Lab11,Session03,Nu Perspective,70,ETH-1,0.430,-3.038,25.056,5.163000,12.252000,16.624000,2.023,37.603,-0.797765,0.210837
11_03_149,Lab11,Session03,Nu Perspective,70,ETH-4,0.449,-3.038,25.056,-6.899000,-4.626000,-12.189000,-10.224,20.311,-0.562976,0.462833
11_03_150,Lab11,Session03,Nu Perspective,70,ETH-3,0.475,-3.038,25.056,4.876000,12.749000,17.190000,1.698,38.114,-0.429412,0.617197
11_03_151,Lab11,Session03,Nu Perspective,70,ETH-2,0.487,-3.038,25.056,-6.831000,-4.499000,-12.239000,-10.156,20.442,-0.809498,0.190954
11_03_152,Lab11,Session03,Nu Perspective,70,ETH-3,0.481,-3.038,25.056,4.875000,12.712000,17.158000,1.699,38.076,-0.423927,0.623238
11_03_153,Lab11,Session03,Nu Perspective,70,ETH-1,0.427,-3.038,25.056,5.147000,12.208000,16.537000,2.007,37.558,-0.824166,0.181701
11_03_154,Lab11,Session03,Nu Perspective,70,ETH-4,0.443,-3.038,25.056,-6.922000,-4.662000,-12.276000,-10.247,20.275,-0.591584,0.431263
11_03_155,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.468,-3.038,25.056,-4.680000,5.253000,-0.096000,-8.221,30.444,-0.407095,0.637649
11_03_156,Lab11,Session03,Nu Perspective,70,ETH-3,0.441,-3.038,25.056,4.855000,12.777000,17.187000,1.675,38.142,-0.437980,0.607747
11_03_157,Lab11,Session03,Nu Perspective,70,ETH-1,0.491,-3.038,25.056,5.103000,12.117000,16.437000,1.964,37.465,-0.789017,0.220439
11_03_158,Lab11,Session03,Nu Perspective,70,ETH-4,0.434,-3.038,25.056,-6.917000,-4.614000,-12.175000,-10.243,20.324,-0.541967,0.486006
11_03_159,Lab11,Session03,Nu Perspective,70,ETH-2,0.479,-3.038,25.056,-6.845000,-4.496000,-12.266000,-10.171,20.445,-0.825239,0.173588
11_03_160,Lab11,Session03,Nu Perspective,70,ETH-3,0.437,-3.038,25.056,4.841000,12.691000,17.096000,1.663,38.054,-0.429587,0.616982
11_03_161,Lab11,Session03,Nu Perspective,70,MERCK,0.446,-3.038,25.056,-36.624000,-1.452000,-39.635000,-42.051,23.637,-0.498359,0.527491
11_03_162,Lab11,Session03,Nu Perspective,70,ETH-1,0.455,-3.038,25.056,5.124000,12.234000,16.585000,1.982,37.585,-0.778632,0.231927
11_03_163,Lab11,Session03,Nu Perspective,70,ETH-4,0.472,-3.038,25.056,-6.917000,-4.594000,-12.194000,-10.244,20.344,-0.580933,0.443029
11_03_164,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.472,-3.038,25.056,5.512000,12.069000,16.871000,2.402,37.414,-0.735240,0.279850
11_03_165,Lab11,Session03,Nu Perspective,70,ETH-2,0.492,-3.038,25.056,-6.876000,-4.575000,-12.340000,-10.201,20.364,-0.789963,0.212473
11_03_166,Lab11,Session03,Nu Perspective,70,ETH-3,0.497,-3.038,25.056,4.867000,12.747000,17.202000,1.689,38.112,-0.406443,0.642530
11_03_167,Lab11,Session03,Nu Perspective,70,ETH-1,0.410,-3.038,25.056,5.099000,12.081000,16.416000,1.961,37.428,-0.770615,0.240728
11_03_168,Lab11,Session03,Nu Perspective,70,ETH-2,0.433,-3.038,25.056,-6.846000,-4.516000,-12.224000,-10.171,20.424,-0.761978,0.243363
11_03_169,Lab11,Session03,Nu Perspective,70,ETH-3,0.460,-3.038,25.056,4.858000,12.661000,17.115000,1.682,38.023,-0.399246,0.650446
11_03_170,Lab11,Session03,Nu Perspective,70,ETH-4,0.474,-3.038,25.056,-6.927000,-4.653000,-12.239000,-10.253,20.284,-0.557840,0.468486
11_03_171,Lab11,Session03,Nu Perspective,70,ETH-3,0.455,-3.038,25.056,4.857000,12.647000,17.094000,1.682,38.009,-0.405271,0.643797
11_03_172,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.496,-3.038,25.056,-4.666000,5.273000,-0.049000,-8.206,30.464,-0.394169,0.651916
11_03_173,Lab11,Session03,Nu Perspective,70,ETH-1,0.422,-3.038,25.056,5.097000,12.051000,16.359000,1.960,37.397,-0.795480,0.213293
11_03_174,Lab11,Session03,Nu Perspective,70,ETH-4,0.468,-3.038,25.056,-6.940000,-4.692000,-12.299000,-10.265,20.244,-0.566552,0.458863
11_03_175,Lab11,Session03,Nu Perspective,70,MERCK,0.470,-3.038,25.056,-36.633000,-1.546000,-39.736000,-42.057,23.541,-0.501389,0.524125
11_03_176,Lab11,Session03,Nu Perspective,70,ETH-2,0.470,-3.038,25.056,-6.871000,-4.627000,-12.381000,-10.194,20.310,-0.785316,0.217588
11_03_177,Lab11,Session03,Nu Perspective,70,ETH-3,0.418,-3.038,25.056,4.830000,12.630000,17.023000,1.654,37.992,-0.430844,0.615577
11_03_178,Lab11,Session03,Nu Perspective,70,ETH-1,0.415,-3.038,25.056,5.115000,12.105000,16.428000,1.977,37.452,-0.798524,0.209953
11_03_179,Lab11,Session03,Nu Perspective,70,ETH-4,0.472,-3.038,25.056,-6.911000,-4.289000,-11.856000,-10.249,20.657,-0.546262,0.481345
11_03_180,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.458,-3.038,25.056,5.509000,11.990000,16.829000,2.401,37.333,-0.696744,0.322293
11_03_181,Lab11,Session03,Nu Perspective,70,ETH-2,0.437,-3.038,25.056,-6.851000,-4.525000,-12.282000,-10.176,20.415,-0.806580,0.194162
11_03_182,Lab11,Session03,Nu Perspective,70,ETH-3,0.445,-3.038,25.056,4.793000,12.677000,17.034000,1.612,38.040,-0.427674,0.619076
11_03_183,Lab11,Session03,Nu Perspective,70,ETH-1,0.459,-3.038,25.056,5.138000,12.208000,16.533000,1.998,37.558,-0.818868,0.187542
11_03_184,Lab11,Session03,Nu Perspective,70,ETH-4,0.484,-3.038,25.056,-6.911000,-4.642000,-12.226000,-10.236,20.295,-0.572158,0.452698
11_03_185,Lab11,Session03,Nu Perspective,70,ETH-3,0.405,-3.038,25.056,4.817000,12.637000,17.011000,1.640,37.999,-0.436091,0.609789
11_03_186,Lab11,Session03,Nu Perspective,70,ETH-2,0.426,-3.038,25.056,-6.864000,-4.528000,-12.269000,-10.190,20.412,-0.776974,0.226815
11_03_187,Lab11,Session03,Nu Perspective,70,ETH-3,0.407,-3.038,25.056,4.843000,12.706000,17.115000,1.665,38.070,-0.427523,0.619262
11_03_188,Lab11,Session03,Nu Perspective,70,ETH-1,0.455,-3.038,25.056,5.116000,12.083000,16.407000,1.979,37.430,-0.798839,0.209600
11_03_189,Lab11,Session03,Nu Perspective,70,ETH-2,0.480,-3.038,25.056,-6.859000,-4.604000,-12.340000,-10.182,20.334,-0.778991,0.224573
11_03_190,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.434,-3.038,25.056,-4.632000,5.214000,-0.090000,-8.168,30.404,-0.412713,0.631456
11_03_191,Lab11,Session03,Nu Perspective,70,ETH-4,0.434,-3.038,25.056,-6.923000,-4.704000,-12.311000,-10.246,20.231,-0.584500,0.439067
11_03_192,Lab11,Session03,Nu Perspective,70,ETH-1,0.426,-3.038,25.056,5.147000,12.207000,16.620000,2.007,37.557,-0.741613,0.272761
11_03_193,Lab11,Session03,Nu Perspective,70,ETH-2,0.407,-3.038,25.056,-6.888000,-4.656000,-12.392000,-10.211,20.281,-0.750176,0.256338
11_03_194,Lab11,Session03,Nu Perspective,70,ETH-4,0.418,-3.038,25.056,-6.907000,-4.595000,-12.180000,-10.233,20.343,-0.576165,0.448291
11_03_195,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.446,-3.038,25.056,-4.651000,5.289000,-0.006000,-8.191,30.481,-0.382369,0.664939
11_03_196,Lab11,Session03,Nu Perspective,70,ETH-4,0.474,-3.038,25.056,-6.905000,-4.635000,-12.215000,-10.230,20.302,-0.574168,0.450484
11_03_197,Lab11,Session03,Nu Perspective,70,ETH-3,0.405,-3.038,25.056,4.849000,12.653000,17.087000,1.673,38.015,-0.409764,0.638840
11_03_198,Lab11,Session03,Nu Perspective,70,ETH-2,0.417,-3.038,25.056,-6.856000,-4.602000,-12.346000,-10.179,20.336,-0.790149,0.212267
11_03_199,Lab11,Session03,Nu Perspective,70,ETH-1,0.452,-3.038,25.056,5.135000,12.154000,16.469000,1.996,37.502,-0.826291,0.179341
11_03_200,Lab11,Session03,Nu Perspective,70,MERCK,0.450,-3.038,25.056,-36.623000,-1.461000,-39.654000,-42.050,23.628,-0.510354,0.514258
11_03_201,Lab11,Session03,Nu Perspective,70,ETH-1,0.407,-3.038,25.056,5.141000,12.190000,16.544000,2.002,37.539,-0.793662,0.215342
11_03_202,Lab11,Session03,Nu Perspective,70,ETH-4,0.447,-3.038,25.056,-6.899000,-4.608000,-12.174000,-10.224,20.330,-0.565568,0.459978
11_03_203,Lab11,Session03,Nu Perspective,70,ETH-2,0.441,-3.038,25.056,-6.842000,-4.450000,-12.189000,-10.169,20.492,-0.795853,0.206014
11_03_204,Lab11,Session03,Nu Perspective,70,ETH-1,0.501,-3.038,25.056,5.141000,12.247000,16.605000,1.999,37.598,-0.789026,0.220470
11_03_205,Lab11,Session03,Nu Perspective,70,ETH-3,0.418,-3.038,25.056,4.858000,12.671000,17.110000,1.682,38.034,-0.413865,0.634323
11_03_206,Lab11,Session03,Nu Perspective,70,ETH-2,0.481,-3.038,25.056,-6.836000,-4.468000,-12.183000,-10.162,20.473,-0.778250,0.225428
11_03_207,Lab11,Session03,Nu Perspective,70,ETH-3,0.403,-3.038,25.056,4.863000,12.753000,17.194000,1.684,38.118,-0.416022,0.631964
11_03_208,Lab11,Session03,Nu Perspective,70,ETH-4,0.481,-3.038,25.056,-6.898000,-4.527000,-12.089000,-10.226,20.413,-0.560565,0.465517
11_03_209,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.404,-3.038,25.056,5.528000,12.136000,16.973000,2.416,37.483,-0.716452,0.300593
11_03_210,Lab11,Session03,Nu Perspective,70,ETH-1,0.443,-3.038,25.056,5.149000,12.268000,16.636000,2.007,37.619,-0.787142,0.222555
11_03_211,Lab11,Session03,Nu Perspective,70,ETH-2,0.420,-3.038,25.056,-6.817000,-4.430000,-12.122000,-10.144,20.512,-0.773767,0.230387
11_03_212,Lab11,Session03,Nu Perspective,70,ETH-1,0.425,-3.038,25.056,5.134000,12.144000,16.517000,1.996,37.492,-0.768375,0.243222
11_03_213,Lab11,Session03,Nu Perspective,70,ETH-4,0.429,-3.038,25.056,-6.898000,-4.623000,-12.181000,-10.223,20.315,-0.558882,0.467350
11_03_214,Lab11,Session03,Nu Perspective,70,ETH-3,0.402,-3.038,25.056,4.815000,12.595000,17.001000,1.639,37.956,-0.403105,0.646163
11_03_215,Lab11,Session03,Nu Perspective,70,ETH-2,0.442,-3.038,25.056,-6.844000,-4.563000,-12.272000,-10.167,20.376,-0.766230,0.238662
11_03_216,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.428,-3.038,25.056,5.532000,12.063000,16.904000,2.423,37.408,-0.717491,0.299432
11_03_217,Lab11,Session03,Nu Perspective,70,ETH-3,0.497,-3.038,25.056,4.849000,12.663000,17.105000,1.673,38.025,-0.401779,0.647651
11_03_218,Lab11,Session03,Nu Perspective,70,ETH-2,0.439,-3.038,25.056,-6.850000,-4.576000,-12.328000,-10.173,20.363,-0.803825,0.197188
11_03_219,Lab11,Session03,Nu Perspective,70,ETH-1,0.462,-3.038,25.056,5.129000,12.132000,16.488000,1.991,37.480,-0.780107,0.230278
11_03_220,Lab11,Session03,Nu Perspective,70,ETH-4,0.485,-3.038,25.056,-6.897000,-4.648000,-12.191000,-10.221,20.289,-0.545359,0.482261
11_03_221,Lab11,Session03,Nu Perspective,70,ETH-3,0.507,-3.038,25.056,4.848000,12.668000,17.098000,1.671,38.031,-0.412484,0.635843
11_03_222,Lab11,Session03,Nu Perspective,70,ETH-2,0.443,-3.038,25.056,-6.829000,-4.509000,-12.236000,-10.153,20.431,-0.798671,0.202894
11_03_223,Lab11,Session03,Nu Perspective,70,ETH-1,0.466,-3.038,25.056,5.146000,12.235000,16.562000,2.005,37.586,-0.824772,0.181039
11_03_224,Lab11,Session03,Nu Perspective,70,ETH-3,0.447,-3.038,25.056,4.860000,12.726000,17.177000,1.682,38.090,-0.403448,0.645827
11_03_225,Lab11,Session03,Nu Perspective,70,ETH-1,0.497,-3.038,25.056,5.159000,12.287000,16.655000,2.017,37.639,-0.797162,0.211509
11_03_226,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.404,-3.038,25.056,-4.614000,5.366000,0.101000,-8.154,30.560,-0.389023,0.657627
11_03_227,Lab11,Session03,Nu Perspective,70,ETH-4,0.425,-3.038,25.056,-6.912000,-4.619000,-12.215000,-10.238,20.319,-0.582694,0.441082
11_03_228,Lab11,Session03,Nu Perspective,70,ETH-2,0.436,-3.038,25.056,-6.897000,-4.594000,-12.389000,-10.223,20.344,-0.798987,0.202509
11_03_229,Lab11,Session03,Nu Perspective,70,ETH-3,0.477,-3.038,25.056,4.909000,12.881000,17.363000,1.729,38.249,-0.421369,0.626108
11_03_230,Lab11,Session03,Nu Perspective,70,ETH-1,0.472,-3.038,25.056,5.186000,12.355000,16.749000,2.043,37.709,-0.798459,0.210102
11_03_231,Lab11,Session03,Nu Perspective,70,ETH-2,0.495,-3.038,25.056,-6.800000,-4.407000,-12.087000,-10.126,20.536,-0.778706,0.224948
11_03_232,Lab11,Session03,Nu Perspective,70,ETH-4,0.498,-3.038,25.056,-6.862000,-4.441000,-11.984000,-10.191,20.501,-0.576606,0.447851
11_03_233,Lab11,Session03,Nu Perspective,70,MERCK,0.436,-3.038,25.056,-36.576000,-1.364000,-39.503000,-42.003,23.727,-0.498967,0.526853
11_03_234,Lab11,Session03,Nu Perspective,70,ETH-1,0.463,-3.038,25.056,5.187000,12.348000,16.725000,2.045,37.701,-0.816277,0.190445
11_03_235,Lab11,Session03,Nu Perspective,70,ETH-1,0.491,-3.038,25.056,5.176000,12.221000,16.616000,2.038,37.571,-0.788873,0.220641
11_03_236,Lab11,Session03,Nu Perspective,70,ETH-4,0.412,-3.038,25.056,-6.869000,-4.546000,-12.083000,-10.195,20.393,-0.565852,0.459687
11_03_237,Lab11,Session03,Nu Perspective,70,ETH-3,0.501,-3.038,25.056,4.897000,12.755000,17.243000,1.721,38.120,-0.404703,0.644459
11_03_238,Lab11,Session03,Nu Perspective,70,ETH-2,0.440,-3.038,25.056,-6.795000,-4.463000,-12.154000,-10.119,20.478,-0.796408,0.205410
11_03_239,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.478,-3.038,25.056,5.570000,12.130000,17.021000,2.461,37.477,-0.706521,0.311557
11_03_240,Lab11,Session03,Nu Perspective,70,ETH-3,0.401,-3.038,25.056,4.916000,12.812000,17.294000,1.739,38.178,-0.429398,0.617237
11_03_241,Lab11,Session03,Nu Perspective,70,ETH-4,0.502,-3.038,25.056,-6.862000,-4.529000,-12.068000,-10.188,20.411,-0.574725,0.449906
