UID,Lab,Session,Instrument,Acid T,Sample,Mass,d45,d46,d47
18_01_630,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.478000,-4.851000,-11.661000
18_01_631,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.574000,12.063000,17.218000
18_01_632,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.314000,12.494000,17.679000
18_01_633,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.480000,-4.861000,-11.687000
18_01_634,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.560000,11.981000,17.095000
18_01_635,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.497000,-4.842000,-11.893000
18_01_636,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.279000,12.500000,17.691000
18_01_637,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.556000,11.939000,17.040000
18_01_638,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.502000,-4.886000,-11.936000
18_01_639,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.286000,12.439000,17.631000
18_01_640,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.501000,-4.886000,-11.728000
18_01_641,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.606000,12.138000,17.297000
18_01_642,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.403000,-4.766000,-11.672000
18_01_643,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.269000,12.462000,17.655000
18_01_644,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.412000,-4.793000,-11.592000
18_01_645,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.564000,11.999000,17.140000
18_01_646,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.422000,-4.732000,-11.692000
18_01_647,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.250000,12.408000,17.544000
18_01_648,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.470000,-4.834000,-11.659000
18_01_649,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.460000,-4.740000,-11.697000
18_01_650,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.159000,12.301000,17.349000
18_01_651,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.349000,-4.704000,-11.342000
18_01_652,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.497000,-4.866000,-11.730000
18_01_653,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.269000,12.466000,17.640000
18_01_654,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.394000,-4.701000,-11.648000
18_01_655,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.416000,11.828000,16.820000
18_01_656,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.547000,11.982000,17.085000
18_01_657,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.284000,12.459000,17.657000
18_01_658,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.501000,-4.865000,-11.721000
18_01_659,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.560000,11.992000,17.125000
18_01_660,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.436000,-4.732000,-11.703000
18_01_661,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.254000,12.388000,17.532000
18_01_662,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.462000,-4.813000,-11.648000
18_01_663,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.567000,12.124000,17.264000
18_01_664,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.514000,-4.863000,-11.915000
18_01_665,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.234000,12.422000,17.533000
18_01_666,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.482000,-4.873000,-11.734000
18_01_667,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.540000,11.988000,17.062000
18_01_668,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.513000,-4.853000,-11.891000
18_01_669,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.126000,12.203000,17.189000
18_01_670,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.555000,11.969000,17.091000
18_01_671,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.353000,-4.659000,-11.576000
18_01_672,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.279000,12.420000,17.581000
18_01_673,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.406000,-4.743000,-11.492000
18_01_674,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C1,0.100,5.913000,11.769000,17.347000
18_01_675,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-4.150000,5.235000,0.688000
18_01_676,Lab18,Session01,Thermo MAT 253 Plus,70,MERCK,0.100,-35.998000,-1.737000,-38.980000
18_01_677,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.376000,-4.645000,-11.575000
18_01_678,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.273000,12.436000,17.573000
18_01_679,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.380000,-4.719000,-11.425000
18_01_680,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C1,0.100,5.971000,11.885000,17.541000
18_01_681,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-4.275000,5.160000,0.482000
18_01_682,Lab18,Session01,Thermo MAT 253 Plus,70,MERCK,0.100,-35.961000,-1.696000,-38.902000
18_01_683,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.338000,11.970000,16.859000
18_01_684,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.397000,-4.709000,-11.613000
18_01_685,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.280000,12.457000,17.656000
18_01_686,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.417000,-4.771000,-11.540000
18_01_687,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.552000,11.991000,17.084000
18_01_688,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.489000,-4.774000,-11.839000
18_01_689,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.114000,12.200000,17.201000
18_01_690,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.529000,-4.996000,-11.857000
18_01_691,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.483000,12.112000,17.123000
18_01_692,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.346000,-4.600000,-11.520000
18_01_693,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.095000,12.104000,17.077000
18_01_694,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.421000,-4.748000,-11.505000
18_01_695,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.516000,11.907000,17.020000
18_01_696,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.448000,-4.766000,-11.789000
18_01_697,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.164000,12.311000,17.384000
18_01_698,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.453000,-4.822000,-11.646000
18_01_699,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.579000,12.064000,17.223000
18_01_700,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.422000,-4.764000,-11.717000
18_01_701,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.183000,12.393000,17.531000
18_01_702,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.502000,-4.921000,-11.819000
18_01_703,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.569000,12.020000,17.205000
18_01_704,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.266000,12.514000,17.689000
18_01_705,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.400000,-4.691000,-11.398000
18_01_706,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.547000,11.972000,17.090000
18_01_707,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.481000,-4.827000,-11.901000
18_01_708,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.241000,12.571000,17.703000
18_01_709,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.503000,-4.896000,-11.743000
18_01_710,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.539000,11.958000,17.058000
18_01_711,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.475000,-4.823000,-11.874000
18_01_712,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.265000,12.402000,17.566000
18_01_713,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.298000,-4.563000,-11.168000
18_01_714,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.590000,12.062000,17.215000
18_01_715,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.420000,-4.784000,-11.783000
18_01_716,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.307000,12.509000,17.678000
18_01_717,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.491000,-4.873000,-11.706000
18_01_718,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.571000,12.039000,17.186000
18_01_719,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.459000,-4.811000,-11.823000
18_01_720,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.285000,12.475000,17.622000
18_01_721,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.416000,-4.750000,-11.510000
18_02_001,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,5.481000,11.811000,16.808000
18_02_002,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,5.213000,12.257000,17.317000
18_02_003,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.527000,-4.947000,-11.910000
18_02_004,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,5.466000,11.812000,16.759000
18_02_005,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.519000,-4.888000,-11.951000
18_02_006,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,5.264000,12.373000,17.571000
18_02_007,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.507000,-4.888000,-11.745000
18_02_008,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.533000,-4.975000,-11.825000
18_02_009,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,5.217000,12.305000,17.401000
18_02_010,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.506000,-4.859000,-11.976000
18_02_011,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,5.498000,11.871000,16.860000
18_02_012,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,5.476000,11.811000,16.771000
18_02_013,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.505000,-4.830000,-11.933000
18_02_014,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,5.216000,12.256000,17.320000
18_02_015,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.575000,-5.012000,-11.972000
18_02_016,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.551000,-5.006000,-11.940000
18_02_017,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,5.218000,12.308000,17.353000
18_02_018,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.548000,-4.967000,-12.106000
18_02_019,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,5.523000,11.924000,16.978000
18_02_020,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,5.499000,11.852000,16.896000
18_02_021,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,5.188000,12.241000,17.244000
18_02_022,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,5.498000,11.875000,16.890000
18_02_023,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.523000,-4.867000,-12.044000
18_02_024,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,5.256000,12.384000,17.533000
18_02_025,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.543000,-5.003000,-11.858000
18_02_026,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,5.538000,11.937000,17.065000
18_02_027,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,5.244000,12.380000,17.524000
18_02_028,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.508000,-4.901000,-11.808000
18_02_029,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,5.252000,12.370000,17.466000
18_02_030,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.521000,-4.884000,-11.977000
18_02_031,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,5.505000,11.865000,16.847000
18_02_032,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,5.442000,11.726000,16.701000
18_02_033,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.497000,-4.836000,-11.963000
18_02_034,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,5.250000,12.342000,17.426000
18_02_035,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.523000,-4.908000,-11.804000
18_02_036,Lab18,Session02,Thermo MAT 253 Plus,70,IAEA-C1,0.100,5.912000,11.721000,17.276000
18_02_037,Lab18,Session02,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-4.322000,5.059000,0.347000
18_02_038,Lab18,Session02,Thermo MAT 253 Plus,70,MERCK,0.100,-36.248000,-1.785000,-39.315000
18_02_039,Lab18,Session02,Thermo MAT 253 Plus,70,IAEA-C1,0.100,5.938000,11.785000,17.337000
18_02_040,Lab18,Session02,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-4.307000,5.082000,0.367000
18_02_041,Lab18,Session02,Thermo MAT 253 Plus,70,MERCK,0.100,-36.232000,-1.727000,-39.221000
18_02_042,Lab18,Session02,Thermo MAT 253 Plus,70,IAEA-C1,0.100,5.888000,11.678000,17.238000
18_02_043,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,5.538000,11.940000,17.024000
18_02_044,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.540000,-4.916000,-12.052000
18_02_045,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.542000,-4.973000,-11.923000
18_02_046,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,5.204000,12.304000,17.367000
18_02_047,Lab18,Session02,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-4.338000,5.002000,0.223000
18_02_048,Lab18,Session02,Thermo MAT 253 Plus,70,MERCK,0.100,-36.243000,-1.794000,-39.307000
18_02_049,Lab18,Session02,Thermo MAT 253 Plus,70,IAEA-C1,0.100,5.910000,11.721000,17.292000
18_02_050,Lab18,Session02,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-4.321000,5.000000,0.358000
18_02_051,Lab18,Session02,Thermo MAT 253 Plus,70,MERCK,0.100,-36.256000,-1.774000,-39.249000
18_02_052,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,5.482000,11.819000,16.795000
18_02_053,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.509000,-4.772000,-11.929000
18_02_054,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,5.224000,12.317000,17.314000
18_02_055,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,5.532000,11.955000,17.073000
18_02_056,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.511000,-4.855000,-11.903000
18_02_057,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,5.238000,12.347000,17.380000
18_02_058,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.535000,-4.931000,-11.878000
18_02_059,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.523000,-4.896000,-11.768000
18_02_060,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,5.219000,12.308000,17.348000
18_02_061,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.524000,-4.885000,-11.985000
18_02_062,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,5.537000,11.988000,16.997000
18_02_063,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,5.499000,11.855000,16.818000
18_02_064,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.536000,-4.920000,-12.104000
18_02_065,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,5.215000,12.281000,17.334000
18_02_066,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.518000,-4.908000,-11.750000
18_02_067,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.552000,-5.001000,-11.933000
18_02_068,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,5.220000,12.287000,17.300000
18_02_069,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.567000,-4.973000,-12.141000
18_02_070,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,5.512000,11.912000,16.943000
18_02_071,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,5.479000,11.811000,16.772000
18_02_072,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.518000,-4.855000,-11.980000
18_02_073,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,5.200000,12.264000,17.298000
18_03_001,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,5.342000,12.555000,17.801000
18_03_002,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.427000,-4.728000,-11.527000
18_03_003,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,5.629000,12.147000,17.310000
18_03_004,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.438000,-4.692000,-11.754000
18_03_005,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,5.368000,12.639000,17.941000
18_03_006,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.462000,-4.806000,-11.622000
18_03_007,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.455000,-4.796000,-11.646000
18_03_008,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,5.359000,12.656000,17.919000
18_03_009,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.406000,-4.654000,-11.616000
18_03_010,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,5.612000,12.099000,17.241000
18_03_011,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.423000,-4.686000,-11.770000
18_03_012,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,5.337000,12.551000,17.778000
18_03_013,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.431000,-4.724000,-11.586000
18_03_014,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.456000,-4.799000,-11.642000
18_03_015,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,5.348000,12.647000,17.830000
18_03_016,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.437000,-4.707000,-11.798000
18_03_017,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,5.621000,12.143000,17.233000
18_03_018,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,5.623000,12.159000,17.265000
18_03_019,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,5.326000,12.589000,17.777000
18_03_020,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.436000,-4.773000,-11.633000
18_03_021,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,5.673000,12.235000,17.490000
18_03_022,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.391000,-4.606000,-11.628000
18_03_023,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,5.371000,12.663000,17.914000
18_03_024,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.428000,-4.690000,-11.570000
18_03_025,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.433000,-4.733000,-11.605000
18_03_026,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,5.340000,12.630000,17.769000
18_03_027,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.402000,-4.591000,-11.686000
18_03_028,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,5.530000,12.036000,17.019000
18_03_029,Lab18,Session03,Thermo MAT 253 Plus,70,IAEA-C1,0.100,6.043000,12.013000,17.657000
18_03_030,Lab18,Session03,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-4.087000,5.427000,0.976000
18_03_031,Lab18,Session03,Thermo MAT 253 Plus,70,IAEA-C1,0.100,6.042000,12.070000,17.694000
18_03_032,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.382000,-4.573000,-11.596000
18_03_033,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.449000,-4.756000,-11.618000
18_03_034,Lab18,Session03,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-4.115000,5.375000,0.872000
18_03_035,Lab18,Session03,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-4.168000,5.399000,0.843000
18_03_036,Lab18,Session03,Thermo MAT 253 Plus,70,MERCK,0.100,-36.176000,-1.583000,-39.046000
18_03_037,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,5.361000,12.669000,17.844000
18_03_038,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,5.639000,12.189000,17.260000
18_03_039,Lab18,Session03,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-4.097000,5.440000,0.915000
18_03_040,Lab18,Session03,Thermo MAT 253 Plus,70,MERCK,0.100,-36.165000,-1.526000,-38.975000
18_03_041,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.387000,-4.642000,-11.709000
18_03_042,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.449000,-4.755000,-11.675000
18_03_043,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,5.640000,12.175000,17.359000
18_03_044,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.421000,-4.647000,-11.702000
18_03_045,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,5.330000,12.550000,17.743000
18_03_046,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.452000,-4.763000,-11.654000
18_03_047,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.455000,-4.807000,-11.701000
18_03_048,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,5.326000,12.589000,17.811000
18_03_049,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.428000,-4.715000,-11.774000
18_03_050,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,5.612000,12.096000,17.171000
18_03_051,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,5.619000,12.115000,17.148000
18_03_052,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.436000,-4.712000,-11.817000
18_03_053,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,5.315000,12.581000,17.726000
18_03_054,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.435000,-4.727000,-11.596000
18_03_055,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,5.612000,12.135000,17.197000
18_03_056,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.433000,-4.709000,-11.837000
18_03_057,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,5.312000,12.558000,17.741000
18_03_058,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.432000,-4.710000,-11.582000
19_01_001,Lab19,Session01,Nu Perspective,70,IAEA-C1,0.586,26.047000,11.173000,37.542000
19_01_002,Lab19,Session01,Nu Perspective,70,IAEA-C1,0.552,26.218000,11.642000,38.170000
19_01_003,Lab19,Session01,Nu Perspective,70,ETH-1,0.532,25.700000,11.594000,37.572000
19_01_004,Lab19,Session01,Nu Perspective,70,ETH-1,0.466,25.826000,11.794000,37.878000
19_01_005,Lab19,Session01,Nu Perspective,70,ETH-1,0.660,25.760000,11.566000,37.546000
19_01_006,Lab19,Session01,Nu Perspective,70,ETH-1,0.422,25.776000,11.650000,37.631000
19_01_007,Lab19,Session01,Nu Perspective,70,IAEA-C1,0.660,26.109000,11.175000,37.626000
19_01_008,Lab19,Session01,Nu Perspective,70,IAEA-C1,0.528,26.056000,11.212000,37.615000
19_01_009,Lab19,Session01,Nu Perspective,70,IAEA-C1,0.661,26.258000,11.637000,38.256000
19_01_010,Lab19,Session01,Nu Perspective,70,IAEA-C2,0.604,15.671000,4.384000,20.252000
19_01_011,Lab19,Session01,Nu Perspective,70,IAEA-C2,0.471,15.722000,4.509000,20.439000
19_01_012,Lab19,Session01,Nu Perspective,70,IAEA-C2,0.440,15.630000,4.332000,20.185000
19_01_013,Lab19,Session01,Nu Perspective,70,IAEA-C2,0.491,15.733000,4.623000,20.572000
19_01_014,Lab19,Session01,Nu Perspective,70,ETH-2,0.505,13.550000,-4.946000,8.403000
19_01_015,Lab19,Session01,Nu Perspective,70,ETH-2,0.449,13.570000,-4.829000,8.504000
19_01_016,Lab19,Session01,Nu Perspective,70,ETH-2,0.428,13.541000,-4.947000,8.356000
19_01_017,Lab19,Session01,Nu Perspective,70,ETH-2,0.483,13.447000,-5.201000,8.001000
19_01_018,Lab19,Session01,Nu Perspective,70,ETH-3,0.661,25.588000,12.469000,38.714000
19_01_019,Lab19,Session01,Nu Perspective,70,ETH-3,0.445,25.425000,11.970000,38.004000
19_01_020,Lab19,Session01,Nu Perspective,70,ETH-3,0.452,25.387000,11.882000,37.889000
19_01_021,Lab19,Session01,Nu Perspective,70,ETH-3,0.443,25.431000,11.995000,38.117000
19_01_022,Lab19,Session01,Nu Perspective,70,ETH-3,0.523,25.548000,12.286000,38.513000
