UID,Lab,Session,Instrument,Acid T,Sample,Mass,d45,d46,d47
05_02_076,Lab05,Session02,Nu Perspective,70,ETH-2,0.587,-6.273000,-4.376000,-11.414000
05_02_077,Lab05,Session02,Nu Perspective,70,ETH-4,0.558,-6.302000,-4.639000,-11.460000
05_02_078,Lab05,Session02,Nu Perspective,70,IAEA-C1,0.540,6.127000,12.081000,17.693000
05_02_079,Lab05,Session02,Nu Perspective,70,MERCK,0.541,-35.984000,-1.497000,-38.970000
05_02_080,Lab05,Session02,Nu Perspective,70,IAEA-C2,0.490,-4.033000,5.473000,0.978000
05_03_001,Lab05,Session03,Nu Perspective,70,ETH-1,0.593,5.716000,12.228000,17.363000
05_03_002,Lab05,Session03,Nu Perspective,70,ETH-2,0.532,-6.282000,-4.402000,-11.414000
05_03_003,Lab05,Session03,Nu Perspective,70,ETH-3,0.526,5.444000,12.654000,17.868000
05_03_004,Lab05,Session03,Nu Perspective,70,ETH-4,0.519,-6.324000,-4.672000,-11.486000
05_03_005,Lab05,Session03,Nu Perspective,70,ETH-4,0.508,-6.311000,-4.640000,-11.445000
05_03_006,Lab05,Session03,Nu Perspective,70,ETH-3,0.545,5.444000,12.689000,17.914000
05_03_007,Lab05,Session03,Nu Perspective,70,ETH-2,0.552,-6.273000,-4.384000,-11.421000
05_03_008,Lab05,Session03,Nu Perspective,70,IAEA-C1,0.514,6.116000,12.066000,17.714000
05_03_009,Lab05,Session03,Nu Perspective,70,MERCK,0.532,-35.954000,-1.506000,-38.928000
05_03_010,Lab05,Session03,Nu Perspective,70,IAEA-C2,0.548,-4.045000,5.473000,0.937000
05_03_011,Lab05,Session03,Nu Perspective,70,ETH-4,0.500,-6.319000,-4.653000,-11.467000
05_03_012,Lab05,Session03,Nu Perspective,70,IAEA-C1,0.544,6.115000,12.090000,17.728000
05_03_013,Lab05,Session03,Nu Perspective,70,ETH-2,0.589,-6.251000,-4.340000,-11.346000
05_03_014,Lab05,Session03,Nu Perspective,70,MERCK,0.562,-36.034000,-1.528000,-39.002000
05_03_015,Lab05,Session03,Nu Perspective,70,ETH-3,0.527,5.466000,12.752000,17.993000
05_03_016,Lab05,Session03,Nu Perspective,70,IAEA-C2,0.573,-3.997000,5.558000,1.056000
05_03_017,Lab05,Session03,Nu Perspective,70,ETH-2,0.527,-6.281000,-4.377000,-11.365000
05_03_018,Lab05,Session03,Nu Perspective,70,ETH-1,0.526,5.718000,12.251000,17.400000
05_03_019,Lab05,Session03,Nu Perspective,70,ETH-2,0.504,-6.272000,-4.403000,-11.391000
05_03_020,Lab05,Session03,Nu Perspective,70,ETH-4,0.527,-6.290000,-4.608000,-11.392000
05_03_021,Lab05,Session03,Nu Perspective,70,ETH-2,0.570,-6.277000,-4.377000,-11.381000
05_03_022,Lab05,Session03,Nu Perspective,70,ETH-1,0.545,5.710000,12.253000,17.371000
05_03_023,Lab05,Session03,Nu Perspective,70,ETH-4,0.539,-6.241000,-4.541000,-11.272000
05_03_024,Lab05,Session03,Nu Perspective,70,ETH-1,0.499,5.717000,12.271000,17.403000
05_03_025,Lab05,Session03,Nu Perspective,70,IAEA-C1,0.519,6.123000,12.077000,17.695000
05_03_026,Lab05,Session03,Nu Perspective,70,MERCK,0.540,-35.987000,-1.507000,-38.945000
05_03_027,Lab05,Session03,Nu Perspective,70,ETH-2,0.527,-6.262000,-4.343000,-11.340000
05_03_028,Lab05,Session03,Nu Perspective,70,ETH-4,0.561,-6.309000,-4.609000,-11.390000
05_03_029,Lab05,Session03,Nu Perspective,70,ETH-3,0.559,5.440000,12.710000,17.959000
05_03_030,Lab05,Session03,Nu Perspective,70,ETH-1,0.518,5.719000,12.255000,17.398000
05_03_031,Lab05,Session03,Nu Perspective,70,ETH-2,0.594,-6.258000,-4.303000,-11.311000
05_03_032,Lab05,Session03,Nu Perspective,70,ETH-3,0.559,5.462000,12.730000,17.951000
05_03_033,Lab05,Session03,Nu Perspective,70,IAEA-C2,0.540,-3.984000,5.540000,1.075000
05_03_034,Lab05,Session03,Nu Perspective,70,IAEA-C1,0.539,6.126000,12.106000,17.736000
05_03_035,Lab05,Session03,Nu Perspective,70,ETH-3,0.550,5.436000,12.652000,17.859000
05_03_036,Lab05,Session03,Nu Perspective,70,ETH-1,0.574,5.715000,12.249000,17.376000
05_03_037,Lab05,Session03,Nu Perspective,70,ETH-4,0.526,-6.317000,-4.641000,-11.440000
05_03_038,Lab05,Session03,Nu Perspective,70,IAEA-C1,0.509,6.112000,12.085000,17.694000
05_03_039,Lab05,Session03,Nu Perspective,70,ETH-2,0.577,-6.281000,-4.388000,-11.430000
05_03_040,Lab05,Session03,Nu Perspective,70,ETH-3,0.559,5.442000,12.681000,17.863000
05_03_041,Lab05,Session03,Nu Perspective,70,ETH-3,0.530,5.430000,12.678000,17.892000
05_03_042,Lab05,Session03,Nu Perspective,70,ETH-1,0.537,5.717000,12.243000,17.360000
05_03_043,Lab05,Session03,Nu Perspective,70,ETH-4,0.531,-6.322000,-4.656000,-11.450000
05_03_044,Lab05,Session03,Nu Perspective,70,IAEA-C2,0.547,-4.005000,5.510000,1.024000
05_03_045,Lab05,Session03,Nu Perspective,70,ETH-3,0.584,5.455000,12.674000,17.894000
05_03_046,Lab05,Session03,Nu Perspective,70,MERCK,0.554,-36.008000,-1.515000,-38.993000
05_03_047,Lab05,Session03,Nu Perspective,70,ETH-3,0.568,5.426000,12.431000,17.648000
05_03_048,Lab05,Session03,Nu Perspective,70,ETH-2,0.523,-6.535000,-5.067000,-12.314000
06_01_001,Lab06,Session01,Nu Perspective,70,ETH-1,0.422,5.079200,11.766700,16.193400
06_01_002,Lab06,Session01,Nu Perspective,70,ETH-1,0.450,5.089500,11.795300,16.185900
06_01_003,Lab06,Session01,Nu Perspective,70,ETH-1,0.447,5.082600,11.784400,16.195200
06_01_004,Lab06,Session01,Nu Perspective,70,ETH-1,0.405,5.067600,11.796100,16.164100
06_01_005,Lab06,Session01,Nu Perspective,70,ETH-1,0.418,5.069000,11.783300,16.192800
06_01_006,Lab06,Session01,Nu Perspective,70,ETH-1,0.496,5.076400,11.827500,16.246500
06_01_007,Lab06,Session01,Nu Perspective,70,ETH-2,0.448,-6.892300,-4.586500,-12.220800
06_01_008,Lab06,Session01,Nu Perspective,70,ETH-2,0.438,-6.906000,-4.643900,-12.345000
06_01_009,Lab06,Session01,Nu Perspective,70,ETH-2,0.442,-6.911700,-4.635100,-12.321900
06_01_010,Lab06,Session01,Nu Perspective,70,ETH-3,0.439,4.789300,12.189700,16.641500
06_01_011,Lab06,Session01,Nu Perspective,70,ETH-3,0.444,4.804500,12.258200,16.690300
06_01_012,Lab06,Session01,Nu Perspective,70,ETH-3,0.397,4.777900,12.200700,16.637900
06_01_013,Lab06,Session01,Nu Perspective,70,ETH-3,0.420,4.783800,12.173600,16.610000
06_01_014,Lab06,Session01,Nu Perspective,70,ETH-3,0.421,4.764600,12.238700,16.665700
06_01_015,Lab06,Session01,Nu Perspective,70,ETH-4,0.434,-6.979700,-4.686200,-12.222300
06_01_016,Lab06,Session01,Nu Perspective,70,ETH-4,0.430,-6.984000,-4.663000,-12.229200
06_01_017,Lab06,Session01,Nu Perspective,70,ETH-4,0.433,-6.933300,-4.679300,-12.174200
06_01_018,Lab06,Session01,Nu Perspective,70,IAEA-C1,0.431,5.465100,11.617200,16.519700
06_01_019,Lab06,Session01,Nu Perspective,70,IAEA-C1,0.413,5.463700,11.595400,16.491500
06_01_020,Lab06,Session01,Nu Perspective,70,IAEA-C1,0.406,5.470100,11.629300,16.506900
06_01_021,Lab06,Session01,Nu Perspective,70,IAEA-C2,0.437,-4.691000,5.043900,-0.238500
06_01_022,Lab06,Session01,Nu Perspective,70,IAEA-C2,0.406,-4.688100,5.016100,-0.248500
06_01_023,Lab06,Session01,Nu Perspective,70,IAEA-C2,0.431,-4.685300,5.027600,-0.255700
06_01_024,Lab06,Session01,Nu Perspective,70,MERCK,0.405,-36.457100,-1.614800,-39.540100
06_01_025,Lab06,Session01,Nu Perspective,70,MERCK,0.444,-36.557200,-1.683400,-39.698600
06_01_026,Lab06,Session01,Nu Perspective,70,MERCK,0.434,-36.486200,-1.664100,-39.601400
06_02_001,Lab06,Session02,Nu Perspective,70,ETH-1,0.494,5.120200,12.255700,16.750500
06_02_002,Lab06,Session02,Nu Perspective,70,ETH-1,0.477,5.099000,12.191700,16.640400
06_02_003,Lab06,Session02,Nu Perspective,70,ETH-1,0.528,5.090900,12.141300,16.581700
06_02_004,Lab06,Session02,Nu Perspective,70,ETH-1,0.471,5.093100,12.253900,16.691300
06_02_005,Lab06,Session02,Nu Perspective,70,ETH-1,0.512,5.131400,12.392800,16.875600
06_02_006,Lab06,Session02,Nu Perspective,70,ETH-1,0.513,5.135600,12.429200,16.914400
06_02_007,Lab06,Session02,Nu Perspective,70,ETH-2,0.503,-6.879900,-4.252400,-11.899900
06_02_008,Lab06,Session02,Nu Perspective,70,ETH-2,0.476,-6.893900,-4.340800,-11.978900
06_02_009,Lab06,Session02,Nu Perspective,70,ETH-2,0.516,-6.885000,-4.321700,-11.959600
06_02_010,Lab06,Session02,Nu Perspective,70,ETH-2,0.470,-6.872500,-4.249500,-11.867200
06_02_011,Lab06,Session02,Nu Perspective,70,ETH-2,0.553,-6.877200,-4.297900,-11.944100
06_02_012,Lab06,Session02,Nu Perspective,70,ETH-2,0.510,-6.895600,-4.271200,-11.923900
06_02_013,Lab06,Session02,Nu Perspective,70,ETH-3,0.478,4.822500,12.708200,17.267400
06_02_014,Lab06,Session02,Nu Perspective,70,ETH-3,0.516,4.826700,12.741700,17.283700
06_02_015,Lab06,Session02,Nu Perspective,70,ETH-3,0.494,4.809400,12.732000,17.247300
06_02_016,Lab06,Session02,Nu Perspective,70,ETH-3,0.459,4.849600,12.848300,17.424500
06_02_017,Lab06,Session02,Nu Perspective,70,ETH-3,0.482,4.851700,12.857000,17.427200
06_02_018,Lab06,Session02,Nu Perspective,70,ETH-3,0.505,4.848500,12.887300,17.430000
06_02_019,Lab06,Session02,Nu Perspective,70,ETH-4,0.543,-6.928600,-4.443400,-11.900100
06_02_020,Lab06,Session02,Nu Perspective,70,ETH-4,0.452,-6.938900,-4.473300,-11.954400
06_02_021,Lab06,Session02,Nu Perspective,70,ETH-4,0.488,-6.923400,-4.431200,-11.895400
06_02_022,Lab06,Session02,Nu Perspective,70,ETH-4,0.488,-6.906900,-4.385800,-11.821100
06_02_023,Lab06,Session02,Nu Perspective,70,ETH-4,0.475,-6.911700,-4.403600,-11.828300
06_02_024,Lab06,Session02,Nu Perspective,70,ETH-4,0.519,-6.926300,-4.406800,-11.882000
06_03_001,Lab06,Session03,Nu Perspective,70,ETH-1,4.048,5.155000,12.354900,16.855400
06_03_002,Lab06,Session03,Nu Perspective,70,ETH-1,4.000,5.154900,12.334100,16.832700
06_03_003,Lab06,Session03,Nu Perspective,70,ETH-1,4.043,5.153000,12.362200,16.844700
06_03_004,Lab06,Session03,Nu Perspective,70,ETH-2,4.046,-6.856900,-4.282500,-11.909500
06_03_005,Lab06,Session03,Nu Perspective,70,ETH-2,4.047,-6.866400,-4.315200,-11.966700
06_03_006,Lab06,Session03,Nu Perspective,70,ETH-2,4.027,-6.872300,-4.304400,-11.969400
06_03_007,Lab06,Session03,Nu Perspective,70,ETH-3,4.012,4.867900,12.826400,17.380200
06_03_008,Lab06,Session03,Nu Perspective,70,ETH-3,4.009,4.872600,12.817100,17.382800
06_03_009,Lab06,Session03,Nu Perspective,70,ETH-3,4.006,4.862900,12.820000,17.367900
06_03_010,Lab06,Session03,Nu Perspective,70,ETH-4,4.011,-6.922900,-4.413400,-11.908100
06_03_011,Lab06,Session03,Nu Perspective,70,ETH-4,4.027,-6.902100,-4.381800,-11.847900
06_03_012,Lab06,Session03,Nu Perspective,70,ETH-4,4.047,-6.895500,-4.368000,-11.819900
06_03_013,Lab06,Session03,Nu Perspective,70,IAEA-C1,4.046,5.535500,12.221800,17.203100
06_03_014,Lab06,Session03,Nu Perspective,70,IAEA-C1,4.041,5.540200,12.230100,17.207800
06_03_015,Lab06,Session03,Nu Perspective,70,IAEA-C1,4.015,5.547200,12.255800,17.256500
06_03_016,Lab06,Session03,Nu Perspective,70,IAEA-C2,4.046,-4.617500,5.897000,0.730000
06_03_017,Lab06,Session03,Nu Perspective,70,IAEA-C2,4.029,-4.630800,5.729800,0.562600
06_03_018,Lab06,Session03,Nu Perspective,70,IAEA-C2,4.045,-4.611100,5.933400,0.768000
06_03_019,Lab06,Session03,Nu Perspective,70,MERCK,4.027,-36.577800,-1.318100,-39.356700
06_03_020,Lab06,Session03,Nu Perspective,70,MERCK,4.024,-36.609300,-1.319700,-39.407500
06_03_021,Lab06,Session03,Nu Perspective,70,MERCK,4.011,-36.607000,-1.313200,-39.388800
06_04_001,Lab06,Session04,Nu Perspective,70,ETH-1,0.494,5.098200,12.023000,16.494000
06_04_002,Lab06,Session04,Nu Perspective,70,ETH-1,0.477,5.032700,11.810000,16.190300
06_04_003,Lab06,Session04,Nu Perspective,70,ETH-1,0.528,5.046300,11.830200,16.241900
06_04_004,Lab06,Session04,Nu Perspective,70,ETH-1,0.499,5.099400,12.061300,16.495900
06_04_005,Lab06,Session04,Nu Perspective,70,ETH-1,0.499,5.096800,12.048300,16.458300
06_04_006,Lab06,Session04,Nu Perspective,70,ETH-1,0.499,5.106200,12.080400,16.517700
06_04_007,Lab06,Session04,Nu Perspective,70,ETH-2,0.514,-6.885200,-4.555700,-12.191200
06_04_008,Lab06,Session04,Nu Perspective,70,ETH-2,0.520,-6.891200,-4.584700,-12.219800
06_04_009,Lab06,Session04,Nu Perspective,70,ETH-2,0.539,-6.889400,-4.573500,-12.222700
06_04_010,Lab06,Session04,Nu Perspective,70,ETH-2,0.499,-6.911500,-4.585300,-12.260800
06_04_011,Lab06,Session04,Nu Perspective,70,ETH-2,0.499,-6.892100,-4.539400,-12.193800
06_04_012,Lab06,Session04,Nu Perspective,70,ETH-2,0.499,-6.894800,-4.553500,-12.224500
06_04_013,Lab06,Session04,Nu Perspective,70,ETH-3,0.478,4.794900,12.373400,16.882200
06_04_014,Lab06,Session04,Nu Perspective,70,ETH-3,0.516,4.796000,12.454600,16.951600
06_04_015,Lab06,Session04,Nu Perspective,70,ETH-3,0.494,4.825800,12.468400,16.988100
06_04_016,Lab06,Session04,Nu Perspective,70,ETH-3,0.471,4.758300,12.389800,16.866800
06_04_017,Lab06,Session04,Nu Perspective,70,ETH-3,0.512,4.802000,12.479700,16.961700
06_04_018,Lab06,Session04,Nu Perspective,70,ETH-3,0.513,4.814400,12.534400,17.048200
06_04_019,Lab06,Session04,Nu Perspective,70,IAEA-C1,0.503,5.484200,11.876200,16.826600
06_04_020,Lab06,Session04,Nu Perspective,70,IAEA-C1,0.476,5.476100,11.805200,16.706000
06_04_021,Lab06,Session04,Nu Perspective,70,IAEA-C1,0.516,5.478700,11.834500,16.783200
06_04_022,Lab06,Session04,Nu Perspective,70,IAEA-C1,0.494,5.472600,11.904300,16.819700
06_04_023,Lab06,Session04,Nu Perspective,70,IAEA-C1,0.456,5.492100,11.950300,16.880500
06_04_024,Lab06,Session04,Nu Perspective,70,IAEA-C1,0.499,5.454700,11.865600,16.757300
06_04_025,Lab06,Session04,Nu Perspective,70,IAEA-C2,0.543,-4.680700,5.117800,-0.094500
06_04_026,Lab06,Session04,Nu Perspective,70,IAEA-C2,0.452,-4.680900,5.139200,-0.054800
06_04_027,Lab06,Session04,Nu Perspective,70,IAEA-C2,0.488,-4.673300,5.124800,-0.077900
06_04_028,Lab06,Session04,Nu Perspective,70,IAEA-C2,0.459,-4.662800,5.162200,-0.039300
06_04_029,Lab06,Session04,Nu Perspective,70,IAEA-C2,0.482,-4.666600,5.199800,0.002400
06_04_030,Lab06,Session04,Nu Perspective,70,IAEA-C2,0.505,-4.691800,5.143900,-0.077000
06_04_031,Lab06,Session04,Nu Perspective,70,MERCK,0.488,-36.607900,-1.673400,-39.712200
06_04_032,Lab06,Session04,Nu Perspective,70,MERCK,0.475,-36.605300,-1.628800,-39.674200
06_04_033,Lab06,Session04,Nu Perspective,70,MERCK,0.519,-36.601000,-1.617100,-39.650600
06_04_034,Lab06,Session04,Nu Perspective,70,MERCK,0.470,-36.595600,-1.653200,-39.713300
06_04_035,Lab06,Session04,Nu Perspective,70,MERCK,0.553,-36.636600,-1.682400,-39.732300
06_04_036,Lab06,Session04,Nu Perspective,70,MERCK,0.510,-36.592300,-1.661300,-39.692800
07_01_001,Lab07,Session01,Thermo MAT 253,90,ETH-1,5.340,12.981177,1.594048,14.448432
07_01_002,Lab07,Session01,Thermo MAT 253,90,IAEA-C1,5.390,13.400952,0.896608,14.293519
07_01_003,Lab07,Session01,Thermo MAT 253,90,ETH-1,5.000,13.031007,1.767725,14.671781
07_01_004,Lab07,Session01,Thermo MAT 253,90,ETH-3,5.040,12.696640,1.743687,14.668267
07_01_005,Lab07,Session01,Thermo MAT 253,90,ETH-4,4.980,1.264698,-14.324899,-13.185041
07_01_006,Lab07,Session01,Thermo MAT 253,90,ETH-2,5.010,0.853833,-15.284081,-14.775796
07_01_007,Lab07,Session01,Thermo MAT 253,90,MERCK,4.940,-22.981142,-12.237104,-35.892178
07_01_008,Lab07,Session01,Thermo MAT 253,90,ETH-3,5.340,12.682744,1.422863,14.343150
07_01_009,Lab07,Session01,Thermo MAT 253,90,ETH-1,5.090,12.991388,1.300022,14.180885
07_01_010,Lab07,Session01,Thermo MAT 253,90,IAEA-C2,5.060,3.117169,-5.465048,-2.394856
07_01_011,Lab07,Session01,Thermo MAT 253,90,ETH-2,5.110,0.909845,-14.655340,-14.088114
07_01_012,Lab07,Session01,Thermo MAT 253,90,ETH-2,5.060,0.818218,-15.212848,-14.738736
07_01_013,Lab07,Session01,Thermo MAT 253,90,IAEA-C2,5.000,3.112718,-5.523761,-2.446777
07_01_014,Lab07,Session01,Thermo MAT 253,90,ETH-3,5.110,12.643556,1.787581,14.640487
07_01_015,Lab07,Session01,Thermo MAT 253,90,IAEA-C1,5.040,13.333040,1.292217,14.615182
07_01_016,Lab07,Session01,Thermo MAT 253,90,IAEA-C1,5.090,13.336001,0.996872,14.305038
07_01_017,Lab07,Session01,Thermo MAT 253,90,ETH-1,5.070,12.979576,1.423819,14.262317
07_01_018,Lab07,Session01,Thermo MAT 253,90,MERCK,4.960,-22.747116,-12.419626,-35.856405
07_01_019,Lab07,Session01,Thermo MAT 253,90,IAEA-C2,4.960,3.205590,-5.255812,-2.127379
07_01_020,Lab07,Session01,Thermo MAT 253,90,MERCK,5.090,-22.756515,-12.478745,-35.941453
07_01_021,Lab07,Session01,Thermo MAT 253,90,ETH-3,5.080,12.639308,1.767165,14.601666
07_01_022,Lab07,Session01,Thermo MAT 253,90,ETH-2,5.040,0.831309,-15.222913,-14.777475
07_01_023,Lab07,Session01,Thermo MAT 253,90,ETH-1,5.000,12.948933,1.057663,13.858462
07_01_024,Lab07,Session01,Thermo MAT 253,90,ETH-4,5.060,0.807881,-15.437829,-14.814631
07_01_025,Lab07,Session01,Thermo MAT 253,90,IAEA-C2,5.090,3.093791,-5.967404,-2.930909
07_01_026,Lab07,Session01,Thermo MAT 253,90,IAEA-C1,5.000,13.353308,0.691286,14.007055
07_02_001,Lab07,Session02,Thermo MAT 253,90,ETH-1,10.616,12.979962,0.438423,13.171289
07_02_002,Lab07,Session02,Thermo MAT 253,90,ETH-2,10.848,0.915897,-15.670352,-15.321135
07_02_003,Lab07,Session02,Thermo MAT 253,90,ETH-1,10.468,13.015218,0.839266,13.613362
07_02_004,Lab07,Session02,Thermo MAT 253,90,ETH-2,14.789,0.821236,-15.776960,-15.499380
07_02_005,Lab07,Session02,Thermo MAT 253,90,ETH-3,15.078,12.747005,1.505142,14.421598
07_02_006,Lab07,Session02,Thermo MAT 253,90,ETH-2,9.839,0.919683,-15.611846,-15.236941
07_02_007,Lab07,Session02,Thermo MAT 253,90,ETH-3,9.522,12.675858,1.355179,14.194540
07_02_008,Lab07,Session02,Thermo MAT 253,90,ETH-3,13.899,12.631504,1.259455,14.041757
07_02_009,Lab07,Session02,Thermo MAT 253,90,ETH-2,14.684,0.681539,-15.760855,-15.620010
07_02_010,Lab07,Session02,Thermo MAT 253,90,ETH-1,13.887,12.714220,0.123018,12.619679
07_02_011,Lab07,Session02,Thermo MAT 253,90,ETH-3,14.929,12.598877,1.109180,13.861897
07_02_012,Lab07,Session02,Thermo MAT 253,90,ETH-2,13.629,0.668000,-16.102428,-15.966270
07_02_013,Lab07,Session02,Thermo MAT 253,90,ETH-1,15.223,13.022168,-0.173326,12.646014
07_02_014,Lab07,Session02,Thermo MAT 253,90,ETH-3,15.432,12.429427,0.406661,13.001948
07_02_015,Lab07,Session02,Thermo MAT 253,90,ETH-2,15.271,0.707829,-15.895397,-15.737361
07_02_016,Lab07,Session02,Thermo MAT 253,90,ETH-3,14.577,12.730685,1.314434,14.213561
07_02_017,Lab07,Session02,Thermo MAT 253,90,ETH-2,14.508,0.787032,-15.935814,-15.679812
07_02_018,Lab07,Session02,Thermo MAT 253,90,ETH-1,15.002,13.011767,0.825525,13.622494
07_02_019,Lab07,Session02,Thermo MAT 253,90,ETH-3,14.770,12.688668,1.249737,14.110490
07_02_020,Lab07,Session02,Thermo MAT 253,90,ETH-2,14.578,0.837685,-15.782916,-15.472611
07_02_021,Lab07,Session02,Thermo MAT 253,90,ETH-1,14.705,12.559258,0.211436,12.529737
07_02_022,Lab07,Session02,Thermo MAT 253,90,ETH-2,14.783,0.889614,-15.636372,-15.278367
07_02_023,Lab07,Session02,Thermo MAT 253,90,ETH-3,14.892,12.708880,1.435471,14.306184
07_02_024,Lab07,Session02,Thermo MAT 253,90,ETH-1,14.731,12.852294,0.780101,13.415221
07_02_025,Lab07,Session02,Thermo MAT 253,90,ETH-2,14.770,0.756089,-16.025762,-15.795437
07_02_026,Lab07,Session02,Thermo MAT 253,90,ETH-1,14.610,12.914570,0.735455,13.435615
07_02_027,Lab07,Session02,Thermo MAT 253,90,ETH-3,14.681,12.746833,1.452457,14.365406
07_02_028,Lab07,Session02,Thermo MAT 253,90,ETH-2,15.631,0.826611,-15.694157,-15.396891
07_02_029,Lab07,Session02,Thermo MAT 253,90,ETH-1,14.489,12.876203,0.945240,13.612739
07_02_030,Lab07,Session02,Thermo MAT 253,90,ETH-3,14.230,12.544486,1.391109,14.123296
07_02_031,Lab07,Session02,Thermo MAT 253,90,ETH-1,15.140,12.902372,1.082070,13.769691
07_02_032,Lab07,Session02,Thermo MAT 253,90,ETH-2,29.200,0.813672,-15.298493,-15.027890
07_02_033,Lab07,Session02,Thermo MAT 253,90,ETH-1,14.614,12.915385,1.195279,13.910962
07_02_034,Lab07,Session02,Thermo MAT 253,90,ETH-2,14.535,0.752852,-15.572472,-15.346707
07_02_035,Lab07,Session02,Thermo MAT 253,90,ETH-4,14.506,0.808759,-15.492211,-14.979104
07_02_036,Lab07,Session02,Thermo MAT 253,90,IAEA-C2,14.697,3.020464,-5.610901,-2.722735
07_02_037,Lab07,Session02,Thermo MAT 253,90,IAEA-C1,14.919,13.552435,0.901089,14.377129
07_02_038,Lab07,Session02,Thermo MAT 253,90,MERCK,14.559,-28.851403,-12.578632,-42.448904
07_02_039,Lab07,Session02,Thermo MAT 253,90,ETH-1,14.533,12.423026,1.645165,13.851036
07_02_040,Lab07,Session02,Thermo MAT 253,90,ETH-3,14.577,12.551773,1.367968,14.112737
07_02_041,Lab07,Session02,Thermo MAT 253,90,IAEA-C1,14.963,13.263938,0.955546,14.118302
07_02_042,Lab07,Session02,Thermo MAT 253,90,ETH-1,14.783,12.865756,0.887517,13.551561
07_02_043,Lab07,Session02,Thermo MAT 253,90,ETH-4,14.580,0.828061,-15.142710,-14.600513
07_02_044,Lab07,Session02,Thermo MAT 253,90,MERCK,14.672,-29.057900,-12.642919,-42.726634
07_02_045,Lab07,Session02,Thermo MAT 253,90,ETH-2,14.535,0.740017,-15.502628,-15.290365
07_02_046,Lab07,Session02,Thermo MAT 253,90,ETH-3,14.532,12.545737,1.453376,14.179585
07_02_047,Lab07,Session02,Thermo MAT 253,90,ETH-4,14.598,0.796804,-15.468085,-14.975569
07_02_048,Lab07,Session02,Thermo MAT 253,90,IAEA-C1,14.669,12.836887,0.389816,13.113148
07_02_049,Lab07,Session02,Thermo MAT 253,90,ETH-1,14.628,13.004028,1.162055,13.953951
07_02_050,Lab07,Session02,Thermo MAT 253,90,ETH-3,14.548,12.688974,1.646500,14.510589
07_02_051,Lab07,Session02,Thermo MAT 253,90,MERCK,14.771,-28.095018,-12.372017,-41.469237
07_02_052,Lab07,Session02,Thermo MAT 253,90,ETH-2,14.614,0.745858,-15.413238,-15.201664
07_02_053,Lab07,Session02,Thermo MAT 253,90,IAEA-C2,14.710,2.996078,-5.987006,-3.120788
07_02_054,Lab07,Session02,Thermo MAT 253,90,ETH-1,14.531,12.834788,1.019876,13.638732
07_02_055,Lab07,Session02,Thermo MAT 253,90,ETH-4,14.587,0.673099,-15.620461,-15.242786
07_02_056,Lab07,Session02,Thermo MAT 253,90,MERCK,14.560,-28.010056,-12.004413,-41.043668
07_02_057,Lab07,Session02,Thermo MAT 253,90,ETH-2,14.596,0.655078,-15.931584,-15.796548
07_02_058,Lab07,Session02,Thermo MAT 253,90,IAEA-C1,14.615,13.333403,1.502165,14.748381
07_02_059,Lab07,Session02,Thermo MAT 253,90,ETH-3,14.602,12.450958,1.130505,13.761352
07_02_060,Lab07,Session02,Thermo MAT 253,90,IAEA-C2,14.666,2.813084,-6.282215,-3.594798
07_02_061,Lab07,Session02,Thermo MAT 253,90,ETH-1,14.500,12.881279,1.189754,13.852864
07_02_062,Lab07,Session02,Thermo MAT 253,90,ETH-2,14.500,0.784080,-15.361248,-15.103810
07_02_063,Lab07,Session02,Thermo MAT 253,90,IAEA-C1,14.500,12.595536,0.626716,13.093406
07_02_064,Lab07,Session02,Thermo MAT 253,90,ETH-4,14.400,0.475392,-16.235119,-16.055459
07_02_065,Lab07,Session02,Thermo MAT 253,90,ETH-1,14.500,12.827737,1.273149,13.878691
07_02_066,Lab07,Session02,Thermo MAT 253,90,MERCK,14.500,-29.063805,-12.314592,-42.436578
07_02_067,Lab07,Session02,Thermo MAT 253,90,IAEA-C1,14.500,13.044450,1.015557,13.936983
07_02_068,Lab07,Session02,Thermo MAT 253,90,ETH-3,14.500,12.474321,1.337170,13.960171
07_02_069,Lab07,Session02,Thermo MAT 253,90,IAEA-C2,14.400,3.097948,-4.816361,-1.869106
07_02_070,Lab07,Session02,Thermo MAT 253,90,ETH-2,14.500,0.880341,-14.921744,-14.591835
07_02_071,Lab07,Session02,Thermo MAT 253,90,ETH-4,14.500,0.717560,-15.564720,-15.159300
07_02_072,Lab07,Session02,Thermo MAT 253,90,IAEA-C2,14.400,2.992293,-6.033988,-3.181890
07_02_073,Lab07,Session02,Thermo MAT 253,90,ETH-3,14.500,12.499270,1.477238,14.165616
07_03_001,Lab07,Session03,Thermo MAT 253,90,IAEA-C2,9.400,2.205640,-0.164893,1.879042
07_03_002,Lab07,Session03,Thermo MAT 253,90,ETH-3,12.140,12.003350,6.911171,19.142113
07_03_003,Lab07,Session03,Thermo MAT 253,90,ETH-1,8.180,12.132469,6.093759,18.126839
07_03_004,Lab07,Session03,Thermo MAT 253,90,ETH-2,10.370,-0.374496,-10.627764,-11.541292
07_03_005,Lab07,Session03,Thermo MAT 253,90,ETH-1,8.250,12.078722,6.280984,18.249924
07_03_006,Lab07,Session03,Thermo MAT 253,90,ETH-2,9.440,-0.133447,-10.894625,-11.550085
07_03_007,Lab07,Session03,Thermo MAT 253,90,IAEA-C1,7.510,12.506654,6.023918,18.517296
